"","Song","Artist"
"1","Por quererte","Efecto Mariposa"
"2","I gotta feeling","The Black Eyed Peas"
"3","Manos al aire","Nelly Furtado"
"4","Halo","Beyoncé"
"5","La suerte de mi vida","El Canto del Loco"
"6","When love takes over","David Guetta;Kelly Rowland"
"7","I'm yours","Jason Mraz"
"8","Pick me up","Emilia de Poret"
"9","Summercat","Billie The Vision & the Dancers"
"10","Antes de que cuente diez","Fito & Fitipaldis"
"11","Moving","Macaco"
"12","Poker face","Lady GaGa"
"13","Solo quiero bailar","Zenttric"
"14","Loba","Shakira"
"15","Violento amor","Pereza"
"16","Celebration (Dub mix)","Madonna;Paul Oakenfold"
"17","Esclavo de sus besos","David Bisbal"
"18","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"19","Mama do (Uh oh, uh oh)","Pixie Lott"
"20","Looking for paradise","Alejandro Sanz;Alicia Keys"
"21","Que me queda","Antonio Orozco"
"22","Bodies","Robbie Williams"
"23","Si no estás","El Sueño de Morfeo"
"24","Recuérdame","Marc Anthony;La Quinta Estación"
"25","Lovers in Japan","Coldplay"
"26","Hot n cold","Katy Perry"
"27","Ayo technology","Milow"
"28","Estoy enfermo","Pignoise;Melendi"
"29","Nada se compara a ti","Carlos Baute"
"30","Paranoid","Jonas Brothers"
"31","Breathe slow","Alesha Dixon"
"32","Perdóname","Coti;Nena Daconte"
"33","Te voy a decir una cosa","Amaia Montero"
"34","When the sun comes down","R.I.O."
"35","Change","Daniel Merriweather"
"36","Piratas del bar Caribe","Melendi"
"37","La chica ideal","Melocos"
"38","Rincón exquisito","Second"
"39","La lluvia","María Villalón"
"40","Broken strings","James Morrison;Nelly Furtado"
