"","Song","Artist"
"1","The greatest","Sia;Kendrick Lamar"
"2","Safari","J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo"
"3","Heathens","Twenty One Pilots"
"4","Lost on you","LP"
"5","24k magic","Bruno Mars"
"6","Sincericidio","Leiva"
"7","Let me love you","DJ Snake;Justin Bieber"
"8","Starboy","The Weeknd;Daft Punk"
"9","My way","Calvin Harris"
"10","Quiero que sepas","Juan Magán"
"11","Chantaje","Shakira;Maluma"
"12","Carreteras infinitas","Sidonie"
"13","Gyal you a party animal","Charly Black"
"14","Antes que no","David Bisbal"
"15","Perfect strangers","Jonas Blue;JP Cooper"
"16","Shout out to my ex","Little Mix"
"17","Love my life","Robbie Williams"
"18","In the name of love","Martin Garrix;Bebe Rexha"
"19","Los charcos","Dani Martín"
"20","Closer","The Chainsmokers;Halsey"
"21","Fuego","Juanes"
"22","Kiss the sky","Jason Derülo"
"23","Borro cassette","Maluma"
"24","Verano","La Oreja de Van Gogh"
"25","Good life","Sweet California"
"26","I believe in you","Michael Bublé"
"27","Don't wanna know","Maroon 5;Kendrick Lamar"
"28","Say you won't let go","James Arthur"
"29","Cuánto me duele","Morat"
"30","Ain't my fault","Zara Larsson"
"31","Todas las promesas","Dasoul"
"32","Cold water","Major Lazer;Justin Bieber;MØ"
"33","All night","Crystal Fighters"
"34","Yo quiero vivir","Manuel Carrasco"
"35","The ocean","Mike Perry;Shy Martin"
"36","Blow your mind (Mwah)","Dua Lipa"
"37","Cuando no me ves","Love of Lesbian"
"38","De pies a cabeza","Nicky Jam;Maná"
"39","Ácido","Miss Caffeina"
"40","Run","Furious Monkey House"
