"","Song","Artist"
"1","Downtown","Anitta;J Balvin"
"2","Déjate llevar","Juan Magán;B-Case;Belinda;Manuel Turizo;Snova"
"3","Corazón","Maluma;Nego do Borel"
"4","Wolves","Selena Gomez;marshmello"
"5","Breathe","Jax Jones;Ina Wroldsen"
"6","Lo malo",NA
"7","Échame la culpa","Luis Fonsi;Demi Lovato"
"8","How long","Charlie Puth"
"9","El baño","Enrique Iglesias;Bad Bunny"
"10","X","Nicky Jam;J Balvin"
"11","Spinning over you","REYKO"
"12","I miss you","Clean Bandit;Julia Michaels"
"13","For you","Liam Payne;Rita Ora"
"14","El arrepentido","Melendi;Carlos Vives"
"15","Havana","Camila Cabello;Young Thug"
"16","El patio","Pablo López"
"17","Besos en guerra","Morat;Juanes"
"18","Never be the same","Camila Cabello"
"19","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"20","All falls down","Alan Walker;Digital Farm Animals;Noah Cyrus"
"21","Salvajes irracionales","Efecto Pasillo"
"22","Bedroom floor","Liam Payne"
"23","No roots","Alice Merton"
"24","Katchi","Nick Waterhouse;Ofenbach"
"25","Prometo","Pablo Alborán"
"26","Perfect duet","Ed Sheeran;Beyoncé"
"27","Guerrera","C. Tangana;Dellafuente"
"28","PDA","Scott Helman"
"29","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
"30","La llamada","Leiva"
"31","Tip toe","Jason Derülo;French Montana"
"32","Idgaf","Dua Lipa"
"33","Perro fiel","Shakira;Nicky Jam"
"34","Feel it still","Portugal. The Man"
"35","Finesse","Bruno Mars;Cardi B"
"36","Él no soy yo","Blas Cantó"
"37","Anywhere","Rita Ora"
"38","Good girls don't lie","Ruth Lorenzo"
"39","Dusk till dawn","Zayn Malik;Sia"
"40","What lovers do","Maroon 5;SZA"
