"","Song","Artist"
"1","Se iluminaba",NA
"2","Some say","Nea"
"3","Blinding lights","The Weeknd"
"4","Tusa","Karol G;Nicki Minaj"
"5","Physical","Dua Lipa"
"6","Say so","Doja Cat"
"7","Una foto en blanco y negro","David Otero;Taburete"
"8","Before you go","Lewis Capaldi"
"9","Enemigos","Aitana;Reik"
"10","Roses",NA
"11","Si tú la quieres","Aitana;David Bisbal"
"12","Bailemos","Dani Fernández"
"13","Como si fueras a morir mañana","Leiva"
"14","Sueño","Beret;Pablo Alborán"
"15","Favorito","Camilo"
"16","Rojo","J Balvin"
"17","4 besos","Lalo Ebratt;Lola Índigo;Rauw Alejandro"
"18","Stupid love","Lady GaGa"
"19","I'm ready","Sam Smith;Demi Lovato"
"20","In your eyes","Robin Schulz;Alida"
"21","Los huesos","Dani Martín;Juanes"
"22","What a man gotta do","Jonas Brothers"
"23","Dance monkey","Tones and I"
"24","Breaking me","TOPIC;A7S"
"25","Cuando eramos dos","Sinsinati"
"26","Robarte el corazón","Ana Guerra;Bombai"
"27","Mundo imperfecto","Sidecars"
"28","Rain on me","Ariana Grande;Lady GaGa"
"29","Lay your head on me","Major Lazer;Marcus Mumford"
"30","Don't start now","Dua Lipa"
"31","Soldadito de hierro","Nil Moliner;Dani Fernández"
"32","Muévelo","Daddy Yankee;Nicky Jam"
"33","Mariposa","Pablo López"
"34","Adore you","Harry Styles"
"35","Dosis","ChocQuibTown;Dvicio;Reik"
"36","Torn","Ava Max"
"37","Me gusta","Anuel AA;Shakira"
"38","Intentions","Justin Bieber;Quavo"
"39","Ritmo (Bad boys for life)","J Balvin;The Black Eyed Peas"
"40","Underdog","Alicia Keys"
