"","Song","Artist"
"1","Who's that chick?","David Guetta;Rihanna"
"2","Hold my hand","Michael Jackson;Akon"
"3","Tú mirada me hace grande","Maldita Nerea"
"4","The time (Dirty bit)","The Black Eyed Peas"
"5","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
"6","Firework","Katy Perry"
"7","Mira la vida","Dani Martín"
"8","Love the way you lie","Eminem;Rihanna"
"9","Blanco y negro","Malú"
"10","Only girl (In the world)","Rihanna"
"11","Turn around (5, 4, 3, 2, 1)","Flo Rida"
"12","Barbie de extrarradio","Melendi"
"13","Barbra Streisand","Duck Sauce"
"14","Sale el sol","Shakira"
"15","Hold it against me","Britney Spears"
"16","Cuatro elementos","La Musicalité;El Sueño de Morfeo"
"17","Grenade","Bruno Mars"
"18","Higher","Taio Cruz;Kylie Minogue"
"19","Buscando el sol","El Pescao"
"20","We r who we r","Ke$ha"
"21","Born this way","Lady GaGa"
"22","Lo mejor de mi vida eres tú","Ricky Martin;Natalia Jiménez"
"23","Y mírame","Despistaos;Jorge Ruiz"
"24","Cry cry","Oceana"
"25","Lo que no ves","POL 3.14"
"26","Loca","Shakira;El Cata"
"27","Dynamite","Taio Cruz"
"28","Puerto presente","Macaco;Fito Cabrales"
"29","Just the way you are","Bruno Mars"
"30","Lead the way","Carlos Jean;Electric Nana"
"31","View","The Monomes"
"32","Club can't handle me","Flo Rida;David Guetta"
"33","Dj got us fallin' in love","Usher"
"34","Stay the night","James Blunt"
"35","Me acordé de ti","Fito & Fitipaldis"
"36","Lola soledad","Alejandro Sanz"
"37","Con la mano levantá","Macaco;Estopa"
"38","Get outta my way","Kylie Minogue"
"39","The flood","Take That"
"40","Teenage dream","Katy Perry"
