"","Song","Artist"
"1","The nights","Avicii"
"2","Love me like you do","Ellie Goulding"
"3","Fourfiveseconds","Rihanna;Kanye West;Paul McCartney"
"4","Cheerleader","OMI;Felix Jaehn"
"5","Elastic heart","Sia"
"6","I'm not the only one","Sam Smith"
"7","I'm an Albatraoz","AronChupa"
"8","Earned it","The Weeknd"
"9","Outside","Calvin Harris;Ellie Goulding"
"10","Thinking out loud","Ed Sheeran"
"11","Un zombie a la intemperie","Alejandro Sanz"
"12","Take me to church","Hozier"
"13","Love me harder","Ariana Grande;The Weeknd"
"14","Sugar","Maroon 5"
"15","Mi nuevo vicio","Paulina Rubio;Morat"
"16","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"17","Muévelo","Sofía Reyes;Wisin"
"18","Hijos de un mismo Dios","Macaco"
"19","La promesa","Melendi"
"20","Hold back the river","James Bay"
"21","El perdón","Nicky Jam;Enrique Iglesias"
"22","Lips are movin","Meghan Trainor"
"23","Bills","LunchMoney Lewis"
"24","Uptown funk","Mark Ronson;Bruno Mars"
"25","Hey babe!","Calum"
"26","What I did for love","David Guetta;Emeli Sandé"
"27","Indigo","Sweet California"
"28","Firestone","Kygo;Conrad"
"29","Pasos de cero","Pablo Alborán"
"30","Fade out lines","The Avener"
"31","Blank space","Taylor Swift"
"32","Underdogs","Benjamin"
"33","King","Years & Years"
"34","Heartbeat song","Kelly Clarkson"
"35","Eio","Lucy Paradise"
"36","Enamorate","Dvicio"
"37","I bet my life","Imagine Dragons"
"38","Saturday I'm in love","Auryn"
"39","Lo que sobra de mí","Fito & Fitipaldis"
"40","Mi verdad","Maná;Shakira"
