"","Song","Artist"
"1","Besos en guerra","Morat;Juanes"
"2","Perfect","Ed Sheeran;Beyoncé"
"3","Havana","Camila Cabello;Young Thug"
"4","Échame la culpa","Luis Fonsi;Demi Lovato"
"5","How long","Charlie Puth"
"6","Wolves","Selena Gomez;marshmello"
"7","What lovers do","Maroon 5;SZA"
"8","Anywhere","Rita Ora"
"9","Tip toe","Jason Derülo;French Montana"
"10","Dusk till dawn","Zayn Malik;Sia"
"11","New rules","Dua Lipa"
"12","All falls down","Alan Walker;Digital Farm Animals;Noah Cyrus"
"13","Rockstar","Post Malone;21 Savage"
"14","Guerrera","C. Tangana;Dellafuente"
"15","Katchi","Nick Waterhouse;Ofenbach"
"16","Corazón","Maluma;Nego do Borel"
"17","Too good at goodbyes","Sam Smith"
"18","Déjate llevar","Juan Magán;B-Case;Belinda;Manuel Turizo;Snova"
"19","Good girls don't lie","Ruth Lorenzo"
"20","La llamada","Leiva"
"21","El patio","Pablo López"
"22","Bedroom floor","Liam Payne"
"23","No vaya a ser","Pablo Alborán"
"24","Feel it still","Portugal. The Man"
"25","Perro fiel","Shakira;Nicky Jam"
"26","Filthy","Justin Timberlake"
"27","Mentira","Ana Mena;RK"
"28","Dirty sexy money","Afrojack;David Guetta;Charli XCX;French Montana"
"29","Finesse","Bruno Mars;Cardi B"
"30","So far away","David Guetta;Martin Garrix;Jamie Scott;Romy Dya"
"31","Tu mejor pesadilla","Sidecars"
"32","Stargazing","Kygo;Justin Jesso"
"33","Salvajes irracionales","Efecto Pasillo"
"34","Grace (We all try)","Rag'n'Bone Man"
"35","Hábito de ti","Vanesa Martín"
"36","Silence","marshmello;Khalid"
"37","Saturno","Pablo Alborán"
"38","Invisible","Malú"
"39","You're the best thing about me","U2"
"40","Rain","The Script"
