"","Song","Artist"
"1","Sexy bitch","David Guetta;Akon"
"2","Cosas que suenan a...","Maldita Nerea"
"3","Tik tok","Ke$ha"
"4","Sick of love","Robert Ramírez"
"5","El run run","Rosario;Estopa"
"6","Stereo love","Edward Maya;Molella"
"7","Fireflies","Owl City"
"8","Gitana (Pop version)","Shakira"
"9","Telephone","Lady GaGa;Beyoncé"
"10","Meet me halfway","The Black Eyed Peas"
"11","Todo me da igual","Pignoise"
"12","Release me","Agnes"
"13","Rude boy","Rihanna"
"14","Fight for this love","Cheryl"
"15","Los huesos de los besos","Fito & Fitipaldis"
"16","Ay Haití!","Carlos Jean;Varios"
"17","Bipolar","POL 3.14"
"18","Can't be tamed","Miley Cyrus"
"19","We weren't born to follow","Bon Jovi"
"20","Sin mirar atras","David Bisbal"
"21","Replay","Iyaz"
"22","Nuestro amor será leyenda","Alejandro Sanz"
"23","Gracias","Despistaos"
"24","Como una vela","Melendi"
"25","Aunque me pidas perdón","Taxi"
"26","Bad romance","Lady GaGa"
"27","Break your heart","Taio Cruz"
"28","Whatcha say","Jason Derülo"
"29","Not myself tonight","Christina Aguilera"
"30","I like it","Enrique Iglesias"
"31","Olvídate de mí","Zenttric"
"32","Quiero aprender de ti","El Canto del Loco"
"33","If we ever meet again","Timbaland;Katy Perry"
"34","Guapa","Diego Torres"
"35","Diez minutos","Efecto Mariposa"
"36","Need you now","Lady Antebellum"
"37","Llévatelo","Antonio Orozco"
"38","I got you","Leona Lewis"
"39","Estuve a punto de...","Miguel Bosé"
"40","Sweet dreams","Beyoncé"
