"","Song","Artist"
"1","Chantaje","Shakira;Maluma"
"2","Rockabye","Clean Bandit;Anne-Marie;Sean Paul"
"3","Lost on you","LP"
"4","Human","Rag'n'Bone Man"
"5","Starboy","The Weeknd;Daft Punk"
"6","24k magic","Bruno Mars"
"7","The greatest","Sia;Kendrick Lamar"
"8","Safari","J Balvin;BIA;Pharrell Williams;Sky Rompiendo"
"9","Don't wanna know","Maroon 5;Kendrick Lamar"
"10","Antes que no","David Bisbal"
"11","Love my life","Robbie Williams"
"12","Shout out to my ex","Little Mix"
"13","Heathens","Twenty One Pilots"
"14","Good life","Sweet California"
"15","Gyal you a party animal","Charly Black"
"16","Yo quiero vivir","Manuel Carrasco"
"17","Don't you know","Kungs;Jamie N Commons"
"18","Not easy","Alex da Kid;Elle King;Wiz Khalifa;X Ambassadors"
"19","Sincericidio","Leiva"
"20","Blow your mind (Mwah)","Dua Lipa"
"21","Sexual",NA
"22","Let me love you","DJ Snake;Justin Bieber"
"23","Shed a light","David Guetta;Robin Schulz;Cheat Codes"
"24","Cuando no me ves","Love of Lesbian"
"25","True disaster","Tove Lo"
"26","Quiero que sepas","Juan Magán"
"27","All night","Crystal Fighters"
"28","La lluvia en los zapatos","Leiva"
"29","Ácido","Miss Caffeina"
"30","I don't wanna live forever","Zayn Malik;Taylor Swift"
"31","In the name of love","Martin Garrix;Bebe Rexha"
"32","Los charcos","Dani Martín"
"33","Hey baby","Diplo;Dimitri Vegas & Like Mike;Deb's Daughter"
"34","Todas las promesas","Dasoul"
"35","Closer","The Chainsmokers;Halsey"
"36","On hold","The xx"
"37","Verano","La Oreja de Van Gogh"
"38","Re-arrange","Biffy Clyro"
"39","Fuego","Juanes"
"40","Carreteras infinitas","Sidonie"
