"","Song","Artist"
"1","7 Years","Lukas Graham"
"2","Faded","Alan Walker;Iselin Solheim"
"3","Stressed out","Twenty One Pilots"
"4","Catch & release","Matt Simons;Deepend"
"5","Cheap thrills","Sia;Sean Paul"
"6","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"7","Lush life","Zara Larsson"
"8","Fast car","Jonas Blue;Dakota"
"9","Bang my head","David Guetta;Fetty Wap;Sia"
"10","No","Meghan Trainor"
"11","Geometria polisentimental","Fangoria"
"12","Work","Rihanna;Drake"
"13","Pillowtalk","Zayn Malik"
"14","Cake by the ocean","DNCE"
"15","Hymn for the weekend","Coldplay;Beyoncé"
"16","Me, myself & I","G-Eazy;Bebe Rexha"
"17","One call away","Charlie Puth"
"18","When we were young","Adele"
"19","Here","Alessia Cara"
"20","Hotline bling","Drake"
"21","Light it up","Major Lazer;Fuse ODG;NYLA"
"22","Love yourself","Justin Bieber"
"23","Who's loving you","Auryn;Anastacia"
"24","Dangerous woman","Ariana Grande"
"25","Gafas de rosa","Estopa"
"26","With my hands","Furious Monkey House"
"27","Vuela corazón","Dasoul"
"28","Renegades","X Ambassadors"
"29","Echo","Nelou"
"30","Roses","The Chainsmokers;Rozes"
"31","Lo saben mis zapatos","Pablo López"
"32","Mira como vuelo","Miss Caffeina"
"33","Sax","Fleur East"
"34","Hero","Family of the Year"
"35","Hundred miles","YALL;Gabriela Richardson"
"36","Hide away","Daya"
"37","Keeping your head up","Birdy"
"38","Here for you","Kygo;Ella Henderson"
"39","Stitches","Shawn Mendes"
"40","Ex's & Oh's","Elle King"
