"","Song","Artist"
"1","A prueba de ti","Malú"
"2","Timber","Pitbull;Ke$ha"
"3","The monster","Eminem;Rihanna"
"4","Royals","Lorde"
"5","Wrecking ball","Miley Cyrus"
"6","Talk dirty","Jason Derülo;2 Chainz"
"7","Animals","Martin Garrix"
"8","You're nobody 'til somebody loves you","James Arthur"
"9","Llegará","Antonio Orozco"
"10","Counting stars","OneRepublic"
"11","Burn","Ellie Goulding"
"12","Unconditionally","Katy Perry"
"13","Story of my life","One Direction"
"14","Do what u want","Lady GaGa;R. Kelly"
"15","Hey brother","Avicii;Dan Tyminski"
"16","Hand on heart","Olly Murs;Edurne"
"17","Hard out here","Lily Allen"
"18","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"19","Come with me","Ricky Martin"
"20","Love me again","John Newman"
"21","All night","Icona Pop"
"22","XO","Beyoncé"
"23","Plastic","Soraya"
"24","We can't stop","Miley Cyrus"
"25","Vi","Pablo López"
"26","Breathe your fire","Auryn"
"27","Live forever","Marien Baker;Shaun Frank"
"28","You make me","Avicii;Salem Al Fakir"
"29","Hecho con tus sueños","Efecto Pasillo;Leire Martínez"
"30","Cheating","John Newman"
"31","Of the night","Bastille"
"32","Terriblemente cruel","Leiva"
"33","Éxtasis","Pablo Alborán"
"34","La la la","Naughty Boy;Sam Smith"
"35","Emocional","Dani Martín"
"36","Let her go","Passenger"
"37","Disaster","Mario Jefferson;JoJo"
"38","Wake me up!","Avicii;Aloe Blacc"
"39","La de la mala suerte","Jesse & Joy;Pablo Alborán"
"40","True love","P!nk;Lily Allen"
