"","Song","Artist"
"1","Ya no quiero ná","Lola Índigo"
"2","Promises","Calvin Harris;Sam Smith"
"3","Lo siento","Beret"
"4","Cuando nadie ve","Morat"
"5","Perdón","David Bisbal;Greeicy"
"6","Girls like you","Maroon 5;Cardi B"
"7","Qué tienes tú","Dvicio;Jesús Navarro;Mau y Ricky"
"8","Kiss and make up","Dua Lipa;Black Pink"
"9","2002","Anne-Marie"
"10","Shotgun","George Ezra"
"11","Fuego","Eleni Foureira"
"12","Happier","marshmello;Bastille"
"13","Thank u, next","Ariana Grande"
"14","Loca","Sweet California"
"15","Electricity","Dua Lipa;Silk City"
"16","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"17","In my mind","Dynoro;Gigi D'Agostino"
"18","Tu refugio (Nueva versión)","Pablo Alborán"
"19","Don't leave me alone","David Guetta;Anne-Marie"
"20","Vas a quedarte","Aitana"
"21","I'm a mess","Bebe Rexha"
"22","Malamente (Cap. 1 Augurio)","Rosalía"
"23","Blow that smoke","Major Lazer;Tove Lo"
"24","Él no soy yo","Blas Cantó"
"25","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"26","Amasijo de huesos","Sidecars"
"27","No te preocupes por mí","Leiva"
"28","Angels","Tom Walker"
"29","No tengo nada","Alejandro Sanz"
"30","Happier","Ed Sheeran"
"31","Déjame ser","Manuel Carrasco"
"32","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"33","Love someone","Lukas Graham"
"34","Ni la hora","Ana Guerra;Juan Magán"
"35","Let you love me","Rita Ora"
"36","One kiss","Calvin Harris;Dua Lipa"
"37","Sweet but psycho",NA
"38","Beautiful","Bazzi;Camila Cabello"
"39","Solo","Clean Bandit;Demi Lovato"
"40","Flames","David Guetta;Sia"
