"","Song","Artist"
"1","Te voy a esperar","Juan Magán;Belinda"
"2","Tanto","Pablo Alborán"
"3","Whistle","Flo Rida"
"4","Se vende","Alejandro Sanz"
"5","Wide awake","Katy Perry"
"6","Call me maybe","Carly Rae Jepsen"
"7","Pan y mantequilla","Efecto Pasillo"
"8","Don't give up my game","Auryn"
"9","We are never ever getting back together","Taylor Swift"
"10","Drive by","Train"
"11","Set fire to the rain","Adele"
"12","We are young","Fun.;Janelle Monaé"
"13","Girl on fire","Alicia Keys"
"14","Chasing the sun","The Wanted"
"15","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos"
"16","Don't wake me up","Chris Brown"
"17","Blow me (One last kiss)","P!nk"
"18","Euphoria","Loreen"
"19","Diamonds","Rihanna"
"20","Candy","Robbie Williams"
"21","Live while we're young","One Direction"
"22","Somebody that I used to know","Gotye;Kimbra"
"23","Lágrimas desordenadas","Melendi"
"24","Don't stop the party","Pitbull;TJR"
"25","Summer paradise","Simple Plan;Sean Paul"
"26","Payphone","Maroon 5;Wiz Khalifa"
"27","Celebrating life","Xuso Jones"
"28","Locked out of heaven","Bruno Mars"
"29","Finally found you","Enrique Iglesias;Sammy Adams"
"30","Balada","Gusttavo Lima"
"31","Scream","Usher"
"32","Una sola voz","Macaco"
"33","This is love","Will.I.Am;Eva Simons"
"34","Última noche en la tierra","La Musicalité"
"35","Starships","Nicki Minaj"
"36","Celebrate","Mika;Pharrell Williams"
"37","Día cero","La Oreja de Van Gogh"
"38","Princess of China","Coldplay;Rihanna"
"39","En el mundo genial de las cosas que dices","Maldita Nerea"
"40","Stronger (What doesn't kill you)","Kelly Clarkson"
