"","Song","Artist"
"1","Safari","J Balvin;BIA;Pharrell Williams;Sky Rompiendo"
"2","Lost on you","LP"
"3","Heathens","Twenty One Pilots"
"4","Starboy","The Weeknd;Daft Punk"
"5","24k magic","Bruno Mars"
"6","Chantaje","Shakira;Maluma"
"7","Sincericidio","Leiva"
"8","The greatest","Sia;Kendrick Lamar"
"9","Quiero que sepas","Juan Magán"
"10","Shout out to my ex","Little Mix"
"11","Antes que no","David Bisbal"
"12","In the name of love","Martin Garrix;Bebe Rexha"
"13","Love my life","Robbie Williams"
"14","Let me love you","DJ Snake;Justin Bieber"
"15","Don't wanna know","Maroon 5;Kendrick Lamar"
"16","Gyal you a party animal","Charly Black"
"17","Carreteras infinitas","Sidonie"
"18","Good life","Sweet California"
"19","My way","Calvin Harris"
"20","Fuego","Juanes"
"21","Los charcos","Dani Martín"
"22","Perfect strangers","Jonas Blue;JP Cooper"
"23","Kiss the sky","Jason Derülo"
"24","I believe in you","Michael Bublé"
"25","Blow your mind (Mwah)","Dua Lipa"
"26","Verano","La Oreja de Van Gogh"
"27","All night","Crystal Fighters"
"28","Rockabye","Clean Bandit;Anne-Marie;Sean Paul"
"29","Don't you know","Kungs;Jamie N Commons"
"30","Human","Rag'n'Bone Man"
"31","Todas las promesas","Dasoul"
"32","Yo quiero vivir","Manuel Carrasco"
"33","Cuando no me ves","Love of Lesbian"
"34","Say you won't let go","James Arthur"
"35","Ácido","Miss Caffeina"
"36","Borro cassette","Maluma"
"37","Re-arrange","Biffy Clyro"
"38","Run","Furious Monkey House"
"39","The ocean","Mike Perry;Shy Martin"
"40","Closer","The Chainsmokers;Halsey"
