"","Song","Artist"
"1","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"2","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"3","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
"4","On the floor","Jennifer López;Pitbull"
"5","Fácil","Maldita Nerea"
"6","Bumpy ride","Mohombi"
"7","Till the world ends","Britney Spears"
"8","Judas","Lady GaGa"
"9","Price tag","Jessie J;B.o.B"
"10","Don't wanna go home","Jason Derülo"
"11","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"12","Hello","Martin Solveig;Dragonette"
"13","Bailando por ahí","Juan Magán"
"14","Dirty dancer","Enrique Iglesias;Lil Wayne;Nayer;Usher"
"15","S&M","Rihanna"
"16","Just can't get enough","The Black Eyed Peas"
"17","Mi lamento","Dani Martín"
"18","Every teardrop is a waterfall","Coldplay"
"19","Rabiosa","Shakira;El Cata"
"20","The lazy song","Bruno Mars"
"21","Mr. Saxobeat","Alexandra Stan"
"22","Sun is up","Inna;Play & Win"
"23","Best thing I never had","Beyoncé"
"24","I'm into you","Jennifer López;Lil Wayne"
"25","Danza Kuduro","Don Omar;Lucenzo"
"26","Stand","Lenny Kravitz"
"27","Lluvia al corazón","Maná"
"28","Rolling in the deep","Adele"
"29","Quién","Malú"
"30","Grenade","Bruno Mars"
"31","Soledad en mí","La Musicalité"
"32","Lead the way","Carlos Jean;Electric Nana"
"33","Como tú no hay 2","Beatriz Luengo;Yotuel Romero"
"34","Erase you","André Olà;Heléne"
"35","Tip toeing","The Monomes"
"36","Get together","Marta Sánchez;Dmol"
"37","Firework","Katy Perry"
"38","Canción de amor caducada","Melendi"
"39","Quiero","Pignoise"
"40","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
