"","Song","Artist"
"1","Qué tienes tú","Dvicio;Mau y Ricky;Reik"
"2","Él no soy yo","Blas Cantó"
"3","Girls like you","Maroon 5;Cardi B"
"4","Cuando nadie ve","Morat"
"5","Ni la hora","Ana Guerra;Juan Magán"
"6","Fuego","Eleni Foureira"
"7","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"8","Lo siento","Beret"
"9","2002","Anne-Marie"
"10","Ya no quiero ná","Lola Índigo"
"11","Teléfono","Aitana"
"12","Kiss and make up","Dua Lipa;Black Pink"
"13","Promises","Calvin Harris;Sam Smith"
"14","Loca","Sweet California"
"15","Happier","marshmello;Bastille"
"16","Shotgun","George Ezra"
"17","One kiss","Calvin Harris;Dua Lipa"
"18","La llave","Pablo Alborán;Piso 21"
"19","Don't leave me alone","David Guetta;Anne-Marie"
"20","Perdón","David Bisbal;Greeicy"
"21","Amasijo de huesos","Sidecars"
"22","Leave a light on","Tom Walker"
"23","I'm a mess","Bebe Rexha"
"24","No es justo","J Balvin;Zion & Lennox"
"25","Cap. 1 Augurio: Malamente","Rosalía"
"26","Happier","Ed Sheeran"
"27","In my mind","Dynoro;Gigi D'Agostino"
"28","La cintura","Álvaro Soler"
"29","Te esperaré toda la vida","Dani Fernández"
"30","Beautiful","Bazzi;Camila Cabello"
"31","Gira",NA
"32","Contradicción","Malú"
"33","Blow that smoke","Major Lazer;Tove Lo"
"34","Flames","David Guetta;Sia"
"35","Rise","Jonas Blue;Jack & Jack"
"36","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"37","Usted","Juan Magán;Mala Rodríguez"
"38","Solo","Clean Bandit;Demi Lovato"
"39","Belerofón","Taburete"
"40","Mad love","Sean Paul;Becky G;David Guetta"
