"","Song","Artist"
"1","Manda una señal","Maná"
"2","Te entiendo","Pignoise"
"3","Me muero","La Quinta Estación"
"4","Do ya","Dover"
"5","Las de la intuición","Shakira"
"6","Unwritten","Natasha Bedingfield"
"7","Chasing cars","Snow Patrol"
"8","Girlfriend","Avril Lavigne"
"9","En mi lado del sofá","La Oreja de Van Gogh"
"10","Para toda la vida","El Sueño de Morfeo"
"11","Kisiera yo saber","Melendi"
"12","Silencio","David Bisbal"
"13","Patience","Take That"
"14","Grace Kelly","Mika"
"15","Para que tú no llores","Antonio Carmona;Alejandro Sanz"
"16","Superstar","Marta Sánchez"
"17","Tres segundos","Conchita"
"18","Por la boca vive el pez","Fito & Fitipaldis"
"19","How to save a life","The Fray"
"20","All good things (Come to an end)","Nelly Furtado"
"21","You give me something","James Morrison"
"22","Dime por qué","Antonio Orozco"
"23","Lejos del altar","Indras"
"24","En qué estrella estará","Nena Daconte"
"25","Makes me wonder","Maroon 5"
"26","Looking for love","September"
"27","When the stars go blue","The Corrs;Bono"
"28","Primer día","Julieta Venegas;Dante"
"29","Ayúdame","Paulina Rubio"
"30","Extraño","Iguana Tango"
"31","Revolución","Amaral"
"32","The moment you believe","Melanie C"
"33","Enséñame tus manos","Alejandro Sanz"
"34","Marta","Nena Daconte"
"35","Morenamía","Miguel Bosé;Julieta Venegas"
"36","Shine","Take That"
"37","Ordinary day","Dolores O'Riordan"
"38","Como lo tienes tú","Pereza"
"39","Lithium","Evanescence"
"40","Self control","Soraya"
