"","Song","Artist"
"1","Someone like you","Adele"
"2","Got 2 luv u","Sean Paul;Alexis Jordan"
"3","Titanium","David Guetta;Sia"
"4","Cometas por el cielo","La Oreja de Van Gogh"
"5","We found love","Rihanna;Calvin Harris"
"6","Good feeling","Flo Rida"
"7","Stereo hearts","Gym Class Heroes;Adam Levine"
"8","Without you","David Guetta;Usher"
"9","No sigue modas","Juan Magán"
"10","Domino","Jessie J"
"11","Marry you","Bruno Mars"
"12","Paradise","Coldplay"
"13","Midnight","Mandy Santos;Carlos Jean"
"14","Hangover","Taio Cruz;Flo Rida"
"15","Tu mirada","Amaia Montero"
"16","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"17","Moves like Jagger","Maroon 5;Christina Aguilera"
"18","The one that got away","Katy Perry"
"19","¿No podíamos ser agua?","Maldita Nerea"
"20","Rolling in the deep","Adele"
"21","Dejarse la piel","Lagarto Amarillo"
"22","Coconut tree","Mohombi;Nicole Scherzinger"
"23","La primavera","Estopa"
"24","Criminal","Britney Spears"
"25","The A Team","Ed Sheeran"
"26","When love","Chila Lynn"
"27","Me gustas tanto","Paulina Rubio"
"28","Glad you came","The Wanted"
"29","La luna va y viene","El Pescao"
"30","No hay más","Antonio Orozco"
"31","Sexy and I know it","LMFAO"
"32","Get back (ASAP)","Alexandra Stan"
"33","El verdadero amor perdona","Maná"
"34","Rain over me","Pitbull;Marc Anthony"
"35","Los días contados","Despistaos"
"36","I wanna go","Britney Spears"
"37","I'm into you","Jennifer López;Lil Wayne"
"38","Perdóname ángel","Melendi"
"39","Erase you","André Olà;Heléne"
"40",NA,NA
