"","Song","Artist"
"1","Girls like you","Maroon 5;Cardi B"
"2","Cuando nadie ve","Morat"
"3","Qué tienes tú","Dvicio;Mau y Ricky;Reik"
"4","Lo siento","Beret"
"5","Él no soy yo","Blas Cantó"
"6","Fuego","Eleni Foureira"
"7","Promises","Calvin Harris;Sam Smith"
"8","Ya no quiero ná","Lola Índigo"
"9","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"10","2002","Anne-Marie"
"11","Ni la hora","Ana Guerra;Juan Magán"
"12","Loca","Sweet California"
"13","Kiss and make up","Dua Lipa;Black Pink"
"14","Perdón","David Bisbal;Greeicy"
"15","Shotgun","George Ezra"
"16","Don't leave me alone","David Guetta;Anne-Marie"
"17","Amasijo de huesos","Sidecars"
"18","Malamente (Cap. 1 Augurio)","Rosalía"
"19","Happier","marshmello;Bastille"
"20","I'm a mess","Bebe Rexha"
"21","Teléfono","Aitana"
"22","Electricity","Dua Lipa;Silk City"
"23","In my mind","Dynoro;Gigi D'Agostino"
"24","Happier","Ed Sheeran"
"25","Te esperaré toda la vida","Dani Fernández"
"26","Beautiful","Bazzi;Camila Cabello"
"27","Tu refugio (Nueva versión)","Pablo Alborán"
"28","One kiss","Calvin Harris;Dua Lipa"
"29","Leave a light on","Tom Walker"
"30","Blow that smoke","Major Lazer;Tove Lo"
"31","Flames","David Guetta;Sia"
"32","Solo","Clean Bandit;Demi Lovato"
"33","No es justo","J Balvin;Zion & Lennox"
"34","Angels","Tom Walker"
"35","La cintura","Álvaro Soler"
"36","Rise","Jonas Blue;Jack & Jack"
"37","La llave","Pablo Alborán;Piso 21"
"38","Usted","Juan Magán;Mala Rodríguez"
"39","Gira",NA
"40","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
