"","Song","Artist"
"1","Dare (La la la)","Shakira"
"2","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"3","Trumpets","Jason Derülo"
"4","We are one (Ole ola)","Pitbull;Claudia Leitte;Jennifer López"
"5","All of me","John Legend"
"6","Human","Christina Perri"
"7","One woman army","Porcelain Black"
"8","If I lose myself","OneRepublic;Alesso"
"9","Changes","FAUL;Wad Ad;Pnau"
"10","Dark horse","Katy Perry;Juicy J"
"11","A sky full of stars","Coldplay"
"12","Team","Lorde"
"13","Into the blue","Kylie Minogue"
"14","Happy","Pharrell Williams"
"15","Buena energía","Maldita Nerea"
"16","This is the life","Sweet California"
"17","Can we dance","The Vamps"
"18","Demons","Imagine Dragons"
"19","Jealous (I ain't with it)","Chromeo"
"20","No amanece","David Bisbal"
"21","Cola song","Inna;J Balvin"
"22","She looks so perfect","5SOS"
"23","Love never felt so good","Michael Jackson;Justin Timberlake"
"24","Sing","Ed Sheeran"
"25","Shot me down","David Guetta;Skylar Grey"
"26","First love","Jennifer López"
"27","Marilyn Monroe","Pharrell Williams"
"28","Wings","Birdy"
"29","Rather be","Clean Bandit;Jess Glynne"
"30","Mirada perdida","Leiva"
"31","Problem","Ariana Grande;Iggy Azalea"
"32","Air balloon","Lily Allen"
"33","I will never let you down","Rita Ora"
"34","Stolen dance","Milky Chance"
"35","You & I","One Direction"
"36","Am I wrong","Nico & Vinz"
"37","Paraíso","Dvicio"
"38","Emocional","Dani Martín"
"39","Temblando","Antonio Orozco"
"40","Wasted","Tiësto;Matthew Koma"
