"","Song","Artist"
"1","Wolves","Selena Gomez;marshmello"
"2","Lo malo","Aitana Ocaña;Ana Guerra"
"3","Downtown","Anitta;J Balvin"
"4","X","Nicky Jam;J Balvin"
"5","Corazón","Maluma;Nego do Borel"
"6","Déjate llevar","Juan Magán;B-Case;Belinda;Manuel Turizo;Snova"
"7","Spinning over you","REYKO"
"8","For you","Liam Payne;Rita Ora"
"9","Échame la culpa","Luis Fonsi;Demi Lovato"
"10","I miss you","Clean Bandit;Julia Michaels"
"11","Breathe","Jax Jones;Ina Wroldsen"
"12","El arrepentido","Melendi;Carlos Vives"
"13","Never be the same","Camila Cabello"
"14","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"15","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
"16","Besos en guerra","Morat;Juanes"
"17","All falls down","Alan Walker;Digital Farm Animals;Noah Cyrus"
"18","El patio","Pablo López"
"19","How long","Charlie Puth"
"20","La cintura","Álvaro Soler"
"21","PDA","Scott Helman"
"22","Prometo","Pablo Alborán"
"23","El baño","Enrique Iglesias;Bad Bunny"
"24","Katchi","Nick Waterhouse;Ofenbach"
"25","Salvajes irracionales","Efecto Pasillo"
"26","Idgaf","Dua Lipa"
"27","Guerrera","C. Tangana;Dellafuente"
"28","Havana","Camila Cabello;Young Thug"
"29","A partir de hoy","David Bisbal;Sebastián Yatra"
"30","Bedroom floor","Liam Payne"
"31","Él no soy yo","Blas Cantó"
"32","No roots","Alice Merton"
"33","Perfect duet","Ed Sheeran;Beyoncé"
"34","FRIENDS","Anne-Marie;marshmello"
"35","Want you back","5 Seconds of Summer"
"36","Feel it still","Portugal. The Man"
"37","No excuses","Meghan Trainor"
"38","Tip toe","Jason Derülo;French Montana"
"39","What lovers do","Maroon 5;SZA"
"40","Dusk till dawn","Zayn Malik;Sia"
