"","Song","Artist"
"1","Waka waka (Esto es África)","Shakira;Freshlyground"
"2","Wavin' flag (Versión latina)","K'naan;David Bisbal"
"3","Break your heart","Taio Cruz"
"4","Alejandro","Lady GaGa"
"5","Sick of love","Robert Ramírez"
"6","Replay","Iyaz"
"7","California gurls","Katy Perry"
"8","Rock that body","The Black Eyed Peas"
"9","Sexy bitch","David Guetta;Akon"
"10","In my head","Jason Derülo"
"11","Nothin' on you","B.o.B;Bruno Mars"
"12","All the lovers","Kylie Minogue"
"13","Stereo love","Edward Maya;Molella"
"14","Your love is my drug","Ke$ha"
"15","I like it","Enrique Iglesias"
"16","Todo me da igual","Pignoise"
"17","Castillo de arena","El Pescao;Ana Cañas"
"18","Déjà vu","Inna;Bob Taylor;Play & Win"
"19","Hey, soul sister","Train"
"20","Rude boy","Rihanna"
"21","Yerbatero","Juanes"
"22","We no speak americano",NA
"23","Bipolar","POL 3.14"
"24","Telephone","Lady GaGa;Beyoncé"
"25","Cosas que no quise decirte","Funambulista"
"26","Cry cry","Oceana"
"27","Release me","Agnes"
"28","Gracias","Despistaos"
"29","Fireflies","Owl City;Jason Nevins"
"30","Need you now","Lady Antebellum"
"31","Fire with fire","Scissor Sisters"
"32","Perdido en la calle","Taxi"
"33","Tik tok","Ke$ha"
"34","Cosas que suenan a...","Maldita Nerea"
"35","Gitana (Pop version)","Shakira"
"36","Nuestro amor será leyenda","Alejandro Sanz"
"37","Olvídate de mí","Zenttric"
"38","El run run","Rosario;Estopa"
"39","Ruedan","Diego Martín"
"40","Los huesos de los besos","Fito & Fitipaldis"
