"","Song","Artist"
"1","24k magic","Bruno Mars"
"2","Let me love you","DJ Snake;Justin Bieber"
"3","The greatest","Sia;Kendrick Lamar"
"4","Borro cassette","Maluma"
"5","Perfect strangers","Jonas Blue;JP Cooper"
"6","Sincericidio","Leiva"
"7","Safari","J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo"
"8","Carreteras infinitas","Sidonie"
"9","Heathens","Twenty One Pilots"
"10","Closer","The Chainsmokers;Halsey"
"11","Kiss the sky","Jason Derülo"
"12","My way","Calvin Harris"
"13","Quiero que sepas","Juan Magán"
"14","Come","Jain"
"15","Lost on you","LP"
"16","Starboy","The Weeknd;Daft Punk"
"17","Cold water","Major Lazer;Justin Bieber;MØ"
"18","Antes que no","David Bisbal"
"19","This girl","Kungs;Cookin' On 3 Burners"
"20","Gyal you a party animal","Charly Black"
"21","Ride","Twenty One Pilots"
"22","Mama said","Lukas Graham"
"23","Los charcos","Dani Martín"
"24","Treat you better","Shawn Mendes"
"25","Fuego","Juanes"
"26","Verano","La Oreja de Van Gogh"
"27","Don't be so shy","Imany;Filatov & Karas"
"28","Perfect illusion","Lady GaGa"
"29","Cuánto me duele","Morat"
"30","Good life","Sweet California"
"31","In the name of love","Martin Garrix;Bebe Rexha"
"32","Yo quiero vivir","Manuel Carrasco"
"33","De pies a cabeza","Nicky Jam;Maná"
"34","Ain't my fault","Zara Larsson"
"35","The ocean","Mike Perry;Shy Martin"
"36","We don't talk anymore","Charlie Puth;Selena Gomez"
"37","Fiesta en el infierno","Fangoria"
"38","All night","Crystal Fighters"
"39","This house is not for sale","Bon Jovi"
"40","Kids","OneRepublic"
