"","Song","Artist"
"1","Mi gente","J Balvin;Willy William"
"2","What about us","P!nk"
"3","No vaya a ser","Pablo Alborán"
"4","Ok","Robin Schulz;James Blunt"
"5","Look what you made me do","Taylor Swift"
"6","New rules","Dua Lipa"
"7","Feel it still","Portugal. The Man"
"8","Saturno","Pablo Alborán"
"9","Friends","Justin Bieber;BloodPop"
"10","Galway girl","Ed Sheeran"
"11","Too good at goodbyes","Sam Smith"
"12","Perro fiel","Shakira;Nicky Jam"
"13","Yo contigo, tú conmigo (The gong gong song)","Morat;Álvaro Soler"
"14","Miracles (Someone special)","Big Sean;Coldplay"
"15","Invisible","Malú"
"16","Me rehúso","Danny Ocean"
"17","You're the best thing about me","U2"
"18","Breaking bad","Leiva"
"19","Stargazing","Kygo;Justin Jesso"
"20","Havana","Camila Cabello;Young Thug"
"21","Feels","Calvin Harris;Big Sean;Katy Perry;Pharrell Williams"
"22","Silence","marshmello;Khalid"
"23","Toc toc","Macaco"
"24","Attention","Charlie Puth"
"25","Wild thoughts","DJ Khaled;Bryson Tiller;Rihanna"
"26","Mama","Jonas Blue;William Singe"
"27","Drunk and irresponsible","Blas Cantó"
"28","Dusk till dawn","Zayn Malik;Sia"
"29","Versace on the floor","Bruno Mars;David Guetta"
"30","Walk on water","Thirty Seconds to Mars"
"31","La llamada","Leiva"
"32","2U","David Guetta;Justin Bieber"
"33","Despacito","Luis Fonsi;Daddy Yankee"
"34","How we dream","Maico"
"35","Tu mejor pesadilla","Sidecars"
"36","Dancing on Mars","Carlos Jean;Bamboe"
"37","Solo si es contigo","Bombai;Bebe"
"38","Unforgettable","French Montana;Swae Lee"
"39","Bailarina","Maldita Nerea"
"40","Loco de amor",NA
