"","Song","Artist"
"1","Mi gente","J Balvin;Willy William"
"2","Wild thoughts","DJ Khaled;Bryson Tiller;Rihanna"
"3","Yo contigo, tú conmigo (The gong gong song)","Morat;Álvaro Soler"
"4","2U","David Guetta;Justin Bieber"
"5","Solo si es contigo","Bombai;Bebe"
"6","Attention","Charlie Puth"
"7","Felices los 4","Maluma"
"8","Issues","Julia Michaels"
"9","Despacito","Luis Fonsi;Daddy Yankee"
"10","Feels","Calvin Harris;Big Sean;Katy Perry;Pharrell Williams"
"11","Galway girl","Ed Sheeran"
"12","No vacancy (Latin version)","OneRepublic;Sebastián Yatra"
"13","Thunder","Imagine Dragons"
"14","Me rehúso","Danny Ocean"
"15","Breaking bad","Leiva"
"16","Symphony","Clean Bandit;Zara Larsson"
"17","Instruction","Jax Jones;Demi Lovato;Stefflon Don"
"18","Mala mujer","C. Tangana"
"19","Bailarina","Maldita Nerea"
"20","Malibu","Miley Cyrus"
"21","Carita de buena","Efecto Pasillo"
"22","Versace on the floor","Bruno Mars;David Guetta"
"23","Sign of the times","Harry Styles"
"24","Mama","Jonas Blue;William Singe"
"25","Ok","Robin Schulz;James Blunt"
"26","Loco de amor",NA
"27","Unforgettable","French Montana;Swae Lee"
"28","Que se mueran de envidia","Dani Martín;Carla Morrison"
"29","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"30","Me enamoré","Shakira"
"31","How we dream","Maico"
"32","There's nothing holdin' me back","Shawn Mendes"
"33","Everything now","Arcade Fire"
"34","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"35","Todo es posible","David Bisbal;Tini"
"36","El peor grupo del mundo","Sidonie"
"37","The way I are (Dance with somebody)","Bebe Rexha;Lil Wayne"
"38","Toc toc","Macaco"
"39","Crying in the club","Camila Cabello"
"40","Sirenas","Taburete"
