"","Song","Artist"
"1","Burn","Ellie Goulding"
"2","Wrecking ball","Miley Cyrus"
"3","Counting stars","OneRepublic"
"4","Love me again","John Newman"
"5","Royals","Lorde"
"6","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"7","Wake me up!","Avicii;Aloe Blacc"
"8","A prueba de ti","Malú"
"9","We can't stop","Miley Cyrus"
"10","Timber","Pitbull;Ke$ha"
"11","You make me","Avicii;Salem Al Fakir"
"12","Éxtasis","Pablo Alborán"
"13","Come with me","Ricky Martin"
"14","Vi","Pablo López"
"15","The monster","Eminem;Rihanna"
"16","Qué bonita la vida","Dani Martín"
"17","You're nobody 'til somebody loves you","James Arthur"
"18","La la la","Naughty Boy;Sam Smith"
"19","Roar","Katy Perry"
"20","Applause","Lady GaGa"
"21","Llegará","Antonio Orozco"
"22","Treasure","Bruno Mars"
"23","True love","P!nk;Lily Allen"
"24","Cheque al portamor","Melendi"
"25","Story of my life","One Direction"
"26","El primer día del resto de mi vida","La Oreja de Van Gogh"
"27","Let her go","Passenger"
"28","Make my day","Auryn"
"29","This game is over","Alejandro Sanz;Emeli Sandé;Jamie Foxx"
"30","Talk dirty","Jason Derülo;2 Chainz"
"31","Plastic","Soraya"
"32","Hand on heart","Olly Murs;Edurne"
"33","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"34","Live forever","Marien Baker;Shaun Frank"
"35","Hard out here","Lily Allen"
"36","La de la mala suerte","Jesse & Joy;Pablo Alborán"
"37","Despacito y con buena letra","El Viaje de Elliot"
"38","I love it","Icona Pop;Charli XCX"
"39","I need your love","Calvin Harris;Ellie Goulding"
"40","Infatuated","Sweet California"
