"","Song","Artist"
"1","Promises","Calvin Harris;Sam Smith"
"2","Cuando nadie ve","Morat"
"3","Lo siento","Beret"
"4","Perdón","David Bisbal;Greeicy"
"5","Kiss and make up","Dua Lipa;Black Pink"
"6","Shotgun","George Ezra"
"7","Ya no quiero ná","Lola Índigo"
"8","Thank u, next","Ariana Grande"
"9","Girls like you","Maroon 5;Cardi B"
"10","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"11","Qué tienes tú","Dvicio;Jesús Navarro;Mau y Ricky"
"12","Electricity","Dua Lipa;Silk City"
"13","Happier","marshmello;Bastille"
"14","Vas a quedarte","Aitana"
"15","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"16","In my mind","Dynoro;Gigi D'Agostino"
"17","Tu refugio (Nueva versión)","Pablo Alborán"
"18","2002","Anne-Marie"
"19","No te preocupes por mí","Leiva"
"20","Blow that smoke","Major Lazer;Tove Lo"
"21","Fuego","Eleni Foureira"
"22","Loca","Sweet California"
"23","No tengo nada","Alejandro Sanz"
"24","Love someone","Lukas Graham"
"25","Angels","Tom Walker"
"26","Don't leave me alone","David Guetta;Anne-Marie"
"27","Déjame ser","Manuel Carrasco"
"28","Sweet but psycho",NA
"29","Malamente (Cap. 1 Augurio)","Rosalía"
"30","Inventas","Vanesa Martín"
"31","Say my name","Bebe Rexha;David Guetta;J Balvin"
"32","Bajito","Ana Guerra"
"33","Let you love me","Rita Ora"
"34","Desprevenida","Malú"
"35","Happier","Ed Sheeran"
"36","Amasijo de huesos","Sidecars"
"37","I'm a mess","Bebe Rexha"
"38","No volveré (A seguir tus pasos)","Blas Cantó"
"39","One kiss","Calvin Harris;Dua Lipa"
"40","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
