"","Song","Artist"
"1","Can't stop the feeling","Justin Timberlake"
"2","One dance","Drake;Kyla;WizKid"
"3","Cómo te atreves","Morat"
"4","Ain't your mama","Jennifer López"
"5","This is what you came for","Calvin Harris;Rihanna"
"6","This one's for you","David Guetta;Zara Larsson"
"7","Don't let me down","The Chainsmokers;Daya"
"8","Las ganas","Dani Martín"
"9","This girl","Kungs;Cookin' On 3 Burners"
"10","Baila conmigo","Juan Magán;Luciana"
"11","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"12","Wherever I go","OneRepublic"
"13","Duele el corazón","Enrique Iglesias;Wisin"
"14","Treat you better","Shawn Mendes"
"15","We don't talk anymore","Charlie Puth;Selena Gomez"
"16","In common","Alicia Keys"
"17","Work from home","Fifth Harmony;Ty Dolla $ign"
"18","Middle","DJ Snake;Bipolar Sunshine"
"19","Dark necessities","Red Hot Chili Peppers"
"20","Send my love (To your new lover)","Adele"
"21","Vuela corazón","Dasoul"
"22","Cheap thrills","Sia;Sean Paul"
"23","California dreamin'","Freischwimmer"
"24","Bobo","J Balvin"
"25","Caos","Malú"
"26","Don't you need somebody","RedOne;Enrique Iglesias;R. City;Serayah;Shaggy"
"27","Who's loving you","Auryn;Anastacia"
"28","Mira como vuelo","Miss Caffeina"
"29","Sincericidio","Leiva"
"30","Pequeña","Efecto Pasillo;Juan Magán"
"31","No money","Galantis"
"32","La tormenta","Sidecars"
"33","Cake by the ocean","DNCE"
"34","Yo quiero vivir","Manuel Carrasco"
"35","Me, myself & I","G-Eazy;Bebe Rexha"
"36","Una vez más",NA
"37","No","Meghan Trainor"
"38","Hold up","Beyoncé"
"39","La bicicleta","Carlos Vives;Shakira"
"40","Faded","Alan Walker;Iselin Solheim"
