"","Song","Artist"
"1","Before you go","Lewis Capaldi"
"2","Blinding lights","The Weeknd"
"3","Se iluminaba",NA
"4","Some say","Nea"
"5","Physical","Dua Lipa"
"6","Tusa","Karol G;Nicki Minaj"
"7","Una foto en blanco y negro","David Otero;Taburete"
"8","Stupid love","Lady GaGa"
"9","Roses",NA
"10","4 besos","Lalo Ebratt;Lola Índigo;Rauw Alejandro"
"11","Bailemos","Dani Fernández"
"12","Say so","Doja Cat"
"13","Como si fueras a morir mañana","Leiva"
"14","Dance monkey","Tones and I"
"15","Soldadito de hierro","Nil Moliner;Dani Fernández"
"16","I'm ready","Sam Smith;Demi Lovato"
"17","Si tú la quieres","Aitana;David Bisbal"
"18","In your eyes","Robin Schulz;Alida"
"19","Torn","Ava Max"
"20","Intentions","Justin Bieber;Quavo"
"21","Dosis","ChocQuibTown;Dvicio;Reik"
"22","What a man gotta do","Jonas Brothers"
"23","Cuando eramos dos","Sinsinati"
"24","Sueño","Beret;Pablo Alborán"
"25","Don't start now","Dua Lipa"
"26","Rojo","J Balvin"
"27","Enemigos","Aitana;Reik"
"28","Lay your head on me","Major Lazer;Marcus Mumford"
"29","Los huesos","Dani Martín;Juanes"
"30","A dónde vamos","Morat"
"31","Favorito","Camilo"
"32","Adore you","Harry Styles"
"33","Muévelo","Daddy Yankee;Nicky Jam"
"34","Robarte el corazón","Ana Guerra;Bombai"
"35","Me gusta","Anuel AA;Shakira"
"36","Dolerme","Rosalía"
"37","Si me dices que sí","Camilo;Farruko;Reik"
"38","Underdog","Alicia Keys"
"39","TBT","Manuel Turizo;Rauw Alejandro;Sebastián Yatra"
"40","Ritmo (Bad boys for life)","J Balvin;The Black Eyed Peas"
