"","Song","Artist"
"1","Ayo technology","Milow"
"2","Esclavo de sus besos","David Bisbal"
"3","Looking for paradise","Alejandro Sanz;Alicia Keys"
"4","I gotta feeling","The Black Eyed Peas"
"5","Happy","Leona Lewis"
"6","Antes de que cuente diez","Fito & Fitipaldis"
"7","Manos al aire","Nelly Furtado"
"8","Breathe slow","Alesha Dixon"
"9","Por quererte","Efecto Mariposa"
"10","Halo","Beyoncé"
"11","I'm yours","Jason Mraz"
"12","Mama do (Uh oh, uh oh)","Pixie Lott"
"13","La lluvia","María Villalón"
"14","Lo hecho está hecho","Shakira"
"15","Solo quiero bailar","Zenttric"
"16","Quiero aprender de ti","El Canto del Loco"
"17","You know me","Robbie Williams"
"18","When love takes over","David Guetta;Kelly Rowland"
"19","Rain","Mika"
"20","Russian roulette","Rihanna"
"21","Que me queda","Antonio Orozco"
"22","Tienes que hacerlo por ti","Calle París"
"23","We weren't born to follow","Bon Jovi"
"24","Doesn't mean anything","Alicia Keys"
"25","Con sólo una mirada","Georgina"
"26","Pick me up","Emilia de Poret"
"27","Get to you","James Morrison"
"28","Lady Madrid","Pereza"
"29","Tiramisú de limón","Joaquín Sabina;Pereza"
"30","Bad romance","Lady GaGa"
"31","Moving","Macaco"
"32","Lucky","Jason Mraz;Colbie Caillat"
"33","Falling in love","McFly"
"34","Te voy a decir una cosa","Amaia Montero"
"35","Duele","Chenoa"
"36","La suerte de mi vida","El Canto del Loco"
"37","Si no estás","El Sueño de Morfeo"
"38","Loba","Shakira"
"39","Tengo","Macaco"
"40","Recuérdame","Marc Anthony;La Quinta Estación"
