"","Song","Artist"
"1","Drive by","Train"
"2","We are young","Fun.;Janelle Monaé"
"3","Whistle","Flo Rida"
"4","Call me maybe","Carly Rae Jepsen"
"5","Euphoria","Loreen"
"6","Pan y mantequilla","Efecto Pasillo"
"7","Balada","Gusttavo Lima"
"8","Payphone","Maroon 5;Wiz Khalifa"
"9","Somebody that I used to know","Gotye;Kimbra"
"10","Rayos de sol","Jose de Rico & Henry Méndez"
"11","Don't give up my game","Auryn"
"12","Scream","Usher"
"13","Tacatá","Tacabro"
"14","Última noche en la tierra","La Musicalité"
"15","Chasing the sun","The Wanted"
"16","Summer paradise","Simple Plan;Sean Paul"
"17","Día cero","La Oreja de Van Gogh"
"18","Dance again","Jennifer López;Pitbull"
"19","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross"
"20","Starships","Nicki Minaj"
"21","Blow me (One last kiss)","P!nk"
"22","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow"
"23","No me compares","Alejandro Sanz"
"24","Don't wake me up","Chris Brown"
"25","Wide awake","Katy Perry"
"26","Boys will be boys","Paulina Rubio"
"27","Stronger (What doesn't kill you)","Kelly Clarkson"
"28","Te he echado de menos","Pablo Alborán"
"29","Te voy a esperar","Juan Magán;Belinda"
"30","Princess of China","Coldplay;Rihanna"
"31","Me pones tierno","Rasel;Carlos Baute"
"32","Lady (Spanglish version)","Crossfire"
"33","Una sola voz","Macaco"
"34","En el mundo genial de las cosas que dices","Maldita Nerea"
"35","What goes around comes around","Dover"
"36","Part of me","Katy Perry"
"37","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal"
"38","Timebomb","Kylie Minogue"
"39","Me quedaré","Estopa"
"40","Addicted to you (Arbadel re-work mix)","Shakira"
