"","Song","Artist"
"1","Outside","Calvin Harris;Ellie Goulding"
"2","Love me like you do","Ellie Goulding"
"3","I'm not the only one","Sam Smith"
"4","Elastic heart","Sia"
"5","The nights","Avicii"
"6","Fourfiveseconds","Rihanna;Kanye West;Paul McCartney"
"7","Cheerleader","OMI;Felix Jaehn"
"8","Thinking out loud","Ed Sheeran"
"9","Lips are movin","Meghan Trainor"
"10","Take me to church","Hozier"
"11","Love me harder","Ariana Grande;The Weeknd"
"12","Uptown funk","Mark Ronson;Bruno Mars"
"13","Un zombie a la intemperie","Alejandro Sanz"
"14","Muévelo","Sofía Reyes;Wisin"
"15","Earned it","The Weeknd"
"16","Fade out lines","The Avener"
"17","Blank space","Taylor Swift"
"18","Hold back the river","James Bay"
"19","Pasos de cero","Pablo Alborán"
"20","Hijos de un mismo Dios","Macaco"
"21","Sugar","Maroon 5"
"22","I'm an Albatraoz","AronChupa"
"23","Night changes","One Direction"
"24","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"25","Saturday I'm in love","Auryn"
"26","Heartbeat song","Kelly Clarkson"
"27","I bet my life","Imagine Dragons"
"28","Hey babe!","Calum"
"29","Something big","Shawn Mendes"
"30","Indigo","Sweet California"
"31","La promesa","Melendi"
"32","Dangerous","David Guetta;Sam Martin"
"33","Enamorate","Dvicio"
"34","Bills","LunchMoney Lewis"
"35","Sun goes down","Robin Schulz;Jasmine Thompson"
"36","Underdogs","Benjamin"
"37","Eio","Lucy Paradise"
"38","Mi nuevo vicio","Paulina Rubio;Morat"
"39","Cool kids","Echosmith"
"40","Lo que sobra de mí","Fito & Fitipaldis"
