"","Song","Artist"
"1","Story of my life","One Direction"
"2","Wrecking ball","Miley Cyrus"
"3","Timber","Pitbull;Ke$ha"
"4","The monster","Eminem;Rihanna"
"5","Royals","Lorde"
"6","Counting stars","OneRepublic"
"7","Burn","Ellie Goulding"
"8","Talk dirty","Jason Derülo;2 Chainz"
"9","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"10","You're nobody 'til somebody loves you","James Arthur"
"11","Unconditionally","Katy Perry"
"12","Llegará","Antonio Orozco"
"13","Love me again","John Newman"
"14","Come with me","Ricky Martin"
"15","A prueba de ti","Malú"
"16","You make me","Avicii;Salem Al Fakir"
"17","Do what u want","Lady GaGa;R. Kelly"
"18","We can't stop","Miley Cyrus"
"19","Animals","Martin Garrix"
"20","Hand on heart","Olly Murs;Edurne"
"21","Wake me up!","Avicii;Aloe Blacc"
"22","Éxtasis","Pablo Alborán"
"23","Vi","Pablo López"
"24","Hard out here","Lily Allen"
"25","Qué bonita la vida","Dani Martín"
"26","Plastic","Soraya"
"27","La la la","Naughty Boy;Sam Smith"
"28","Live forever","Marien Baker;Shaun Frank"
"29","All night","Icona Pop"
"30","Breathe your fire","Auryn"
"31","Hey brother","Avicii;Dan Tyminski"
"32","Hecho con tus sueños","Efecto Pasillo;Leire Martínez"
"33","True love","P!nk;Lily Allen"
"34","Cheating","John Newman"
"35","Terriblemente cruel","Leiva"
"36","This game is over","Alejandro Sanz;Emeli Sandé;Jamie Foxx"
"37","La de la mala suerte","Jesse & Joy;Pablo Alborán"
"38","Disaster","Mario Jefferson;JoJo"
"39","Of the night","Bastille"
"40","Let her go","Passenger"
