"","Song","Artist"
"1","Fading","Alle Farben;ILIRA"
"2","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó"
"3","I don't care","Ed Sheeran;Justin Bieber"
"4","Sucker","Jonas Brothers"
"5","Presiento","Aitana;Morat"
"6","Don't call me up","Mabel"
"7","Dancing with a stranger","Sam Smith;Normani"
"8","Mi persona favorita","Alejandro Sanz;Camila Cabello"
"9","Nada sale mal","Aitana"
"10","Vuela (Beach pop)","Bombai"
"11","Con calma","Daddy Yankee;Snow"
"12","Te echo de menos","Beret"
"13","ME!","Taylor Swift;Brendon Urie"
"14","Someone you loved","Lewis Capaldi;Madism"
"15","Contando lunares","Don Patricio;Cruz Cafuné"
"16","Disparos","Dani Fernández"
"17","Bad guy","Billie Eilish"
"18","Soldi","Mahmood;Maikel Delacalle"
"19","Mares igual que tú","Amaral"
"20","High hopes","Panic! at the Disco"
"21","Don't worry bout me","Zara Larsson"
"22","Walk me home","P!nk"
"23","Qué bonito es querer","Manuel Carrasco"
"24","De tus ojos","Vanesa Martín;Carlos Jean"
"25","So am I","Ava Max"
"26","Never really over","Katy Perry"
"27","De la Tierra hasta Marte","Alfred García"
"28","Bésame","David Bisbal;Juan Magán"
"29","Con altura","El Guincho;J Balvin;Rosalía"
"30","Late","Pol Granch"
"31","R.I.P.","Anitta;Rita Ora;Sofía Reyes"
"32","Señorita","Camila Cabello;Shawn Mendes"
"33","Índios y vaqueros","Sinsinati"
"34","Say my name","Bebe Rexha;David Guetta;J Balvin"
"35","Get to know me","Anitta;Alesso"
"36","5 sentidos","Dvicio;Taburete"
"37","Old town road","Lil Nas X;Billy Ray Cyrus"
"38","Lo quiero todo","Macaco"
"39","Pa' dentro","Ana Mena;Sean Kingston"
"40","HP","Maluma"
