"","Song","Artist"
"1","I kissed a girl","Katy Perry"
"2","Tenía tanto que darte","Nena Daconte"
"3","Viva la vida","Coldplay"
"4","Hemicraneal","Estopa"
"5","Peter Pan","El Canto del Loco"
"6","Un violinista en tu tejado","Melendi"
"7","Quiero ser","Amaia Montero"
"8","Por mi tripa","Pereza"
"9","If I were a boy","Beyoncé"
"10","Tarde de domingo rara","Amaral"
"11","Odio por amor","Juanes"
"12","No dudaría","Rosario"
"13","Superwoman","Alicia Keys"
"14","Better in time","Leona Lewis"
"15","Quiero un camino","Taxi;Álvaro Urquijo"
"16","I can feel you","Anastacia"
"17","Inmortal","La Oreja de Van Gogh"
"18","Pretendo hablarte","Beatriz Luengo"
"19","Stop and stare","OneRepublic"
"20","Greatest day","Take That"
"21","Retales de una vida","Celtas Cortos"
"22","S.O.S.","Jonas Brothers"
"23","Love, love, love","James Blunt"
"24","Te esperaré","Calle París"
"25","Back to black","Amy Winehouse"
"26","The man who can't be moved","The Script"
"27","Sígueme","Manuel Carrasco"
"28","Tiempo pequeño","Revólver"
"29","The lovers are losing","Keane"
"30","Walking away","Craig David;Álex Ubago"
"31","Rain on your parade","Duffy"
"32","Poco a poco","The Cabriolets"
"33","Disturbia","Rihanna"
"34","Give it 2 me","Madonna"
"35","Diary of a smoker","The Monomes"
"36","Hay muy poca gente","Bunbury"
"37","Lo que quiero, lo que soy","Sr. Trepador"
"38","Hacer por hacer","Miguel Bosé;Gloria Gaynor"
"39","Human","The Killers"
"40","I'll be waiting","Lenny Kravitz"
