"","Song","Artist"
"1","I don't care","Ed Sheeran;Justin Bieber"
"2","Sucker","Jonas Brothers"
"3","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó"
"4","Presiento","Aitana;Morat"
"5","ME!","Taylor Swift;Brendon Urie"
"6","Mi persona favorita","Alejandro Sanz;Camila Cabello"
"7","High hopes","Panic! at the Disco"
"8","Fading","Alle Farben;ILIRA"
"9","Dancing with a stranger","Sam Smith;Normani"
"10","Don't call me up","Mabel"
"11","Con altura","El Guincho;J Balvin;Rosalía"
"12","Walk me home","P!nk"
"13","Te echo de menos","Beret"
"14","Nada sale mal","Aitana"
"15","Vuela (Beach pop)","Bombai"
"16","Say my name","Bebe Rexha;David Guetta;J Balvin"
"17","Someone you loved","Lewis Capaldi;Madism"
"18","Con calma","Daddy Yankee;Snow"
"19","R.I.P.","Anitta;Rita Ora;Sofía Reyes"
"20","Mares igual que tú","Amaral"
"21","Disparos","Dani Fernández"
"22","Soldi","Mahmood;Maikel Delacalle"
"23","Pa' dentro","Ana Mena;Sean Kingston"
"24","HP","Maluma"
"25","Contando lunares","Don Patricio;Cruz Cafuné"
"26","5 sentidos","Dvicio;Taburete"
"27","Don't worry bout me","Zara Larsson"
"28","De tus ojos","Vanesa Martín;Carlos Jean"
"29","Bad guy","Billie Eilish"
"30","Never really over","Katy Perry"
"31","Swing","Danny Ocean"
"32","De la Tierra hasta Marte","Alfred García"
"33","Sweet but psycho","Ava Max"
"34","Late","Pol Granch"
"35","Qué bonito es querer","Manuel Carrasco"
"36","Índios y vaqueros","Sinsinati"
"37","Speechless","Robin Schulz;Erika Sirola"
"38","No te preocupes por mí","Leiva"
"39","Obsessed","Dynoro;Ina Wroldsen"
"40","Love someone","Lukas Graham"
