"","Song","Artist"
"1","Changes","FAUL;Wad Ad;Pnau"
"2","Dark horse","Katy Perry;Juicy J"
"3","Trumpets","Jason Derülo"
"4","Happy","Pharrell Williams"
"5","If I lose myself","OneRepublic;Alesso"
"6","Demons","Imagine Dragons"
"7","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"8","Wings","Birdy"
"9","Dare (La la la)","Shakira"
"10","Into the blue","Kylie Minogue"
"11","Rather be","Clean Bandit;Jess Glynne"
"12","All of me","John Legend"
"13","Shot me down","David Guetta;Skylar Grey"
"14","Can we dance","The Vamps"
"15","Team","Lorde"
"16","She looks so perfect","5SOS"
"17","We are one (Ole ola)","Pitbull;Claudia Leitte;Jennifer López"
"18","Air balloon","Lily Allen"
"19","In your eyes","Inna;Yandel"
"20","Mil pedazos","Juanes"
"21","One woman army","Porcelain Black"
"22","Emocional","Dani Martín"
"23","Too many girls","Wayne Beckford"
"24","Buena energía","Maldita Nerea"
"25","This is the life","Sweet California"
"26","Human","Christina Perri"
"27","Al norte","Mr. Kilombo"
"28","Jealous (I ain't with it)","Chromeo"
"29","Terriblemente cruel","Leiva"
"30","A sky full of stars","Coldplay"
"31","Sing","Ed Sheeran"
"32","Temblando","Antonio Orozco"
"33","Sha la la","María Sagana"
"34","No amanece","David Bisbal"
"35","Am I wrong","Nico & Vinz"
"36","First love","Jennifer López"
"37","Neon lovers","Soraya"
"38","Megaphone","Xuso Jones"
"39","You & I","One Direction"
"40","Calling you","Robert Ramírez"
