"","Song","Artist"
"1","Quiero ser","Amaia Montero"
"2","Viva la vida","Coldplay"
"3","I kissed a girl","Katy Perry"
"4","If I were a boy","Beyoncé"
"5","Hemicraneal","Estopa"
"6","Peter Pan","El Canto del Loco"
"7","Tenía tanto que darte","Nena Daconte"
"8","Odio por amor","Juanes"
"9","Inmortal","La Oreja de Van Gogh"
"10","Better in time","Leona Lewis"
"11","The man who can't be moved","The Script"
"12","Stop and stare","OneRepublic"
"13","Un violinista en tu tejado","Melendi"
"14","Por mi tripa","Pereza"
"15","Te esperaré","Calle París"
"16","Greatest day","Take That"
"17","Sígueme","Manuel Carrasco"
"18","Rain on your parade","Duffy"
"19","No dudaría","Rosario"
"20","Beggin","Madcon"
"21","Disturbia","Rihanna"
"22","Quiero un camino","Taxi;Álvaro Urquijo"
"23","Física o química","Despistaos"
"24","Womanizer","Britney Spears"
"25","Tarde de domingo rara","Amaral"
"26","Walking away","Craig David;Álex Ubago"
"27","Me gustas cuando","Lucas Masciano;El Canto del Loco"
"28","Superwoman","Alicia Keys"
"29","I can feel you","Anastacia;Mousse T."
"30","Human","The Killers"
"31","Pretendo hablarte","Beatriz Luengo"
"32","Tiempo pequeño","Revólver"
"33","The lovers are losing","Keane"
"34","Retales de una vida","Celtas Cortos"
"35","Back to black","Amy Winehouse"
"36","Perdóname","Amaral"
"37","Lo que quiero, lo que soy","Sr. Trepador"
"38","Give it 2 me","Madonna"
"39","Diary of a smoker","The Monomes"
"40","El burdel de las sirenas","84"
