"","Song","Artist"
"1","This girl","Kungs;Cookin' On 3 Burners"
"2","Can't stop the feeling","Justin Timberlake"
"3","Don't let me down","The Chainsmokers;Daya"
"4","Cómo te atreves","Morat"
"5","One dance","Drake;Kyla;WizKid"
"6","Ain't your mama","Jennifer López"
"7","This is what you came for","Calvin Harris;Rihanna"
"8","We don't talk anymore","Charlie Puth;Selena Gomez"
"9","Bobo","J Balvin"
"10","La bicicleta","Carlos Vives;Shakira"
"11","Don't be so shy","Imany;Filatov & Karas"
"12","Las ganas","Dani Martín"
"13","Cold water","Major Lazer;Justin Bieber;MØ"
"14","Middle","DJ Snake;Bipolar Sunshine"
"15","Treat you better","Shawn Mendes"
"16","Wherever I go","OneRepublic"
"17","Sincericidio","Leiva"
"18","In common","Alicia Keys"
"19","Duele el corazón","Enrique Iglesias;Wisin"
"20","California dreamin'","Freischwimmer"
"21","Una vez más",NA
"22","Me too","Meghan Trainor"
"23","Borro cassette","Maluma"
"24","Dark necessities","Red Hot Chili Peppers"
"25","Kiss the sky","Jason Derülo"
"26","This one's for you","David Guetta;Zara Larsson"
"27","Mama said","Lukas Graham"
"28","Yo quiero vivir","Manuel Carrasco"
"29","Mira como vuelo","Miss Caffeina"
"30","Ride","Twenty One Pilots"
"31","Carreteras infinitas","Sidonie"
"32","I hate u I love u (Short edit)","Gnash;Olivia O'Brien"
"33","No money","Galantis"
"34","Hold up","Beyoncé"
"35","Don't you need somebody","RedOne;Enrique Iglesias;R. City;Serayah;Shaggy"
"36","Fiesta en el infierno","Fangoria"
"37","Caos","Malú"
"38","De pies a cabeza","Maná;Nicky Jam"
"39","Life into the wild","Furious Monkey House"
"40","Vuela corazón","Dasoul"
