"","Song","Artist"
"1","It ain't me","Kygo;Selena Gomez"
"2","Way down we go","Kaleo"
"3","You don't know me","Jax Jones;Raye"
"4","Something just like this","The Chainsmokers;Coldplay"
"5","Me enamoré","Shakira"
"6","Shape of you","Ed Sheeran"
"7","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"8","Chained to the rhythm","Katy Perry;Skip Marley"
"9","Despacito","Luis Fonsi;Daddy Yankee;Justin Bieber"
"10","Súbeme la radio","Enrique Iglesias;Descemer Bueno;Zion & Lennox"
"11","That's what I like","Bruno Mars"
"12","Sign of the times","Harry Styles"
"13","I got you","Bebe Rexha"
"14","Lumbra","Cali y El Dandee;Shaggy"
"15","Casi humanos","Dvicio"
"16","In your bed","Blas Cantó"
"17","Symphony","Clean Bandit;Zara Larsson"
"18","Me llamas","Piso 21;Maluma"
"19","Aire",NA
"20","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"21","Sigo extrañándote","J Balvin"
"22","Green light","Lorde"
"23","Amor con hielo","Morat"
"24","Scared to be lonely","Dua Lipa;Martin Garrix"
"25","Fiebre","David Bisbal"
"26","Ciao adiós","Anne-Marie"
"27","Solo si es contigo","Bombai;Bebe"
"28","Ahora lloras tú","Ana Mena;CNCO"
"29","Hey baby","Diplo;Dimitri Vegas & Like Mike;Deb's Daughter"
"30","Safe inside","James Arthur"
"31","Together","YALL;Mandy Díaz"
"32","Call on me","Starley;Ryan Riback"
"33","Tambores de guerra","Manuel Carrasco"
"34","Issues","Julia Michaels"
"35","I.M.T. (Incapacidad moral transitoria)","Love of Lesbian"
"36","Hum","Sweet California;Juan Magán"
"37","I don't need to be you","Barei"
"38","Siglo XX","Sidonie"
"39","Do it for your lover","Manel Navarro"
"40","Espectacular","Fangoria"
