"","Song","Artist"
"1","Faded","Alan Walker;Iselin Solheim"
"2","Lush life","Zara Larsson"
"3","Catch & release","Matt Simons;Deepend"
"4","Pillowtalk","Zayn Malik"
"5","Work","Rihanna;Drake"
"6","Bang my head","David Guetta;Fetty Wap;Sia"
"7","7 Years","Lukas Graham"
"8","When we were young","Adele"
"9","Stressed out","Twenty One Pilots"
"10","Cheap thrills","Sia;Sean Paul"
"11","Hymn for the weekend","Coldplay;Beyoncé"
"12","Geometria polisentimental","Fangoria"
"13","Love yourself","Justin Bieber"
"14","Here","Alessia Cara"
"15","Light it up","Major Lazer;Fuse ODG;NYLA"
"16","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"17","Hotline bling","Drake"
"18","One call away","Charlie Puth"
"19","No","Meghan Trainor"
"20","Sax","Fleur East"
"21","Fast car","Jonas Blue;Dakota"
"22","Renegades","X Ambassadors"
"23","Keeping your head up","Birdy"
"24","Gafas de rosa","Estopa"
"25","Me, myself & I","G-Eazy;Bebe Rexha"
"26","Who's loving you","Auryn;Anastacia"
"27","Lo saben mis zapatos","Pablo López"
"28","Cake by the ocean","DNCE"
"29","With my hands","Furious Monkey House"
"30","Here for you","Kygo;Ella Henderson"
"31","Ex's & Oh's","Elle King"
"32","Stitches","Shawn Mendes"
"33","Echo","Nelou"
"34","Dangerous woman","Ariana Grande"
"35","Mira como vuelo","Miss Caffeina"
"36","Easy love","Sigala"
"37","Sorry","Justin Bieber"
"38","Hundred miles","YALL;Gabriela Richardson"
"39","You don't own me","Grace;G-Eazy"
"40","Something in the way you move","Ellie Goulding"
