"","Song","Artist"
"1","Adventure of a lifetime","Coldplay"
"2","Sorry","Justin Bieber"
"3","Tu enemigo","Pablo López;Juanes"
"4","Hundred miles","YALL;Gabriela Richardson"
"5","Ginza","J Balvin"
"6","Runnin' (Lose it all)","Naughty Boy;Arrow Benjamin;Beyoncé"
"7","Hotline bling","Drake"
"8","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"9","Hello","Adele"
"10","Easy love","Sigala"
"11","Electric","Auryn"
"12","Stitches","Shawn Mendes"
"13","How deep is your love","Calvin Harris;Disciples"
"14","Ex's & Oh's","Elle King"
"15","Locked away","R. City;Adam Levine"
"16","Old school","Abraham Mateo"
"17","What do you mean?","Justin Bieber"
"18","The hills","The Weeknd"
"19","Don't be so hard on yourself","Jess Glynne"
"20","Down with ya","Sweet California;Madcon"
"21","On my mind","Ellie Goulding"
"22","Reality","Lost Frequencies;Janieck Devy"
"23","Sugar","Robin Schulz;Francesco Yates"
"24","Bang my head","David Guetta;Fetty Wap;Sia"
"25","Lush life","Zara Larsson"
"26","La escalera","Pablo Alborán"
"27","Si te vienes a bailar","Efecto Pasillo"
"28","Adore","Jasmine Thompson"
"29","Perfect","One Direction"
"30","Capitán Tapón","Alejandro Sanz"
"31","Stole the show","Kygo;Parson James"
"32","Ya no","Manuel Carrasco"
"33","Quiero","Malú"
"34","Photograph","Ed Sheeran"
"35","Sax","Fleur East"
"36","Si me porto mal","Dasoul"
"37","Marvin Gaye","Charlie Puth;Meghan Trainor"
"38","Ain't nobody (Loves me better)","Felix Jaehn;Jasmine Thompson"
"39","Here for you","Kygo;Ella Henderson"
"40","Can't feel my face","The Weeknd"
