"","Song","Artist"
"1","Hips don't lie","Shakira;Wyclef Jean"
"2","Déjame verte","Diego Martín;Raquel del Rosarío"
"3","Sorry","Madonna"
"4","Volverá","El Canto del Loco"
"5","Let's make history","Joana Zimmer;David Bisbal"
"6","Muñeca de trapo","La Oreja de Van Gogh"
"7","No me crees","Efecto Mariposa;Javier Ojeda"
"8","Nothing else matters","Lucie Silvas"
"9","Otra vez","Coti;Paulina Rubio"
"10","One","Mary J. Blige;U2"
"11","Wake me up when september ends","Green Day"
"12","Todo","Pereza"
"13","Marta, Sebas, Guille y los demás","Amaral"
"14","Rutinas","Chenoa"
"15","Pa' mi guerrera","Huecco"
"16","You're beautiful","James Blunt"
"17","Dani California","Red Hot Chili Peppers"
"18","Pokito a poko","Chambao"
"19","Eras tú","Merche"
"20","My spirit flies to you","Monjes Budistas"
"21","Suddenly I see","KT Tunstall"
"22","No quiero verla más","Estopa"
"23","Resurrección","Amaral"
"24","Don't lie","The Black Eyed Peas"
"25","Sara","Revólver;Mikel Erentxun"
"26","Advertising space","Robbie Williams"
"27","The hardest part","Coldplay"
"28","Idiota","Nena Daconte"
"29","Behind these hazel eyes","Kelly Clarkson"
"30","Hung up","Madonna"
"31","Hay que volver","Celtas Cortos"
"32","Everything burns","Anastacia;Ben Moody"
"33","Ardió mi memoria","Manolo García"
"34","Me voy","Julieta Venegas"
"35","Just feel better","Santana;Steven Tyler"
"36","Don't cha","The Pussycat Dolls;Busta Rhymes"
"37","No","Shakira;Gustavo Cerati"
"38","Las malas lenguas","Luis Auserón;Santiago Auserón"
"39","Pieces of a dream","Anastacia"
"40","Con sólo una sonrisa","Melendi"
