"","Song","Artist"
"1","This is the life","Amy MacDonald"
"2","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"3","The boy does nothing","Alesha Dixon"
"4","Que te quería","La Quinta Estación"
"5","Human","The Killers"
"6","Just dance","Lady GaGa;Colby O'Donis"
"7","Peter Pan","El Canto del Loco"
"8","Disturbia","Rihanna"
"9","El aleph","Nena Daconte"
"10","Beggin","Madcon"
"11","Womanizer","Britney Spears"
"12","Piratas del bar Caribe","Melendi"
"13","Broken strings","James Morrison;Nelly Furtado"
"14","Quiero ser","Amaia Montero"
"15","Primavera anticipada (It is my song)","Laura Pausini;James Blunt"
"16","If I were a boy","Beyoncé"
"17","Shine on","R.I.O."
"18","Estoy enfermo","Pignoise;Melendi"
"19","Nunca tendré","Coti"
"20","I kissed a girl","Katy Perry"
"21","Deseo que ya no puede ser","Nek"
"22","Viva la vida","Coldplay"
"23","Love story","Taylor Swift"
"24","Perdóname","Amaral"
"25","Chasing pavements","Adele"
"26","Moving","Macaco"
"27","Infinity 2008","Guru Josh Project;Klaas"
"28","Somos","Melocos"
"29","Hot n cold","Katy Perry"
"30","Grita","Jarabe de Palo"
"31","Te esperaré","Calle París"
"32","Cuéntale","Conchita"
"33","La sonrisa de la luna","Ilsa"
"34","Better in time","Leona Lewis"
"35","Hemicraneal","Estopa"
"36","Sober","P!nk"
"37","The man who can't be moved","The Script"
"38","Palabras","Second"
"39","Inmortal","La Oreja de Van Gogh"
"40","You found me","The Fray"
