"","Song","Artist"
"1","Wrecking ball","Miley Cyrus"
"2","Counting stars","OneRepublic"
"3","Timber","Pitbull;Ke$ha"
"4","Royals","Lorde"
"5","Burn","Ellie Goulding"
"6","The monster","Eminem;Rihanna"
"7","Love me again","John Newman"
"8","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"9","A prueba de ti","Malú"
"10","You make me","Avicii;Salem Al Fakir"
"11","You're nobody 'til somebody loves you","James Arthur"
"12","Come with me","Ricky Martin"
"13","We can't stop","Miley Cyrus"
"14","Wake me up!","Avicii;Aloe Blacc"
"15","Llegará","Antonio Orozco"
"16","Talk dirty","Jason Derülo;2 Chainz"
"17","Éxtasis","Pablo Alborán"
"18","Story of my life","One Direction"
"19","Qué bonita la vida","Dani Martín"
"20","La la la","Naughty Boy;Sam Smith"
"21","Vi","Pablo López"
"22","True love","P!nk;Lily Allen"
"23","Cheque al portamor","Melendi"
"24","Unconditionally","Katy Perry"
"25","Hand on heart","Olly Murs;Edurne"
"26","Do what u want","Lady GaGa;R. Kelly"
"27","This game is over","Alejandro Sanz;Emeli Sandé;Jamie Foxx"
"28","Hard out here","Lily Allen"
"29","Plastic","Soraya"
"30","Treasure","Bruno Mars"
"31","Live forever","Marien Baker;Shaun Frank"
"32","La de la mala suerte","Jesse & Joy;Pablo Alborán"
"33","Let her go","Passenger"
"34","Breathe your fire","Auryn"
"35","Hecho con tus sueños","Efecto Pasillo;Leire Martínez"
"36","Applause","Lady GaGa"
"37","Disaster","Mario Jefferson;JoJo"
"38","Despacito y con buena letra","El Viaje de Elliot"
"39","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"40","Roar","Katy Perry"
