"","Song","Artist"
"1","Don't worry","Madcon;Ray Dalton"
"2","La gozadera","Gente de Zona;Marc Anthony"
"3","I don't like it, I love it","Flo Rida;Robin Thicke;Verdine White"
"4","Shut up and dance","Walk the Moon"
"5","Come and get it","John Newman"
"6","Hey mama (Extended mix)","David Guetta;Afrojack;Bebe Rexha;Nicki Minaj"
"7","Stole the show","Kygo;Parson James"
"8","Lean on","Major Lazer;DJ Snake;MØ"
"9","Cheerleader","OMI;Felix Jaehn"
"10","Goodbye","Feder;Lyse"
"11","Like I can","Sam Smith"
"12","Cuando me siento bien","Efecto Pasillo"
"13","I really like you","Carly Rae Jepsen"
"14","Vuelve","Juan Magán;DCS;Paulina Rubio"
"15","Are you with me","Lost Frequencies"
"16","Hoy será","Antonio Orozco"
"17","No pide tanto, idiota","Maldita Nerea"
"18","Wonder woman","Sweet California;Jake Miller"
"19","Talk about you","Mika"
"20","Five more hours","Chris Brown;Deorro"
"21","Heroes","Måns Zelmerlöw"
"22","A que no me dejas","Alejandro Sanz"
"23","Hold my hand","Jess Glynne"
"24","Recuérdame (Versión 2015)","Pablo Alborán"
"25","Headlights","Robin Schulz;Ilsey"
"26","Pastillas para dormir","Estopa"
"27","Waiting for love","Avicii"
"28","Want to want me","Jason Derülo"
"29","Ain't nobody (Loves me better)","Felix Jaehn;Jasmine Thompson"
"30","Good to be bad (Miedo a querer)","Paula Rojo"
"31","Reality","Lost Frequencies;Janieck Devy"
"32","Garabatos","Fito & Fitipaldis"
"33","Back it up (Spanish version)","Prince Royce;Jennifer López;Pitbull"
"34","Can't feel my face","The Weeknd"
"35","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"36","King","Years & Years"
"37","Él no te da","Dasoul"
"38","Cadillac","Mario Jefferson"
"39","El perdón","Nicky Jam;Enrique Iglesias"
"40","Won't stop","Electric Nana"
