"","Song","Artist"
"1","Love the way you lie","Eminem;Rihanna"
"2","Cry cry","Oceana"
"3","El secreto de las tortugas","Maldita Nerea"
"4","Alejandro","Lady GaGa"
"5","Club can't handle me","Flo Rida;David Guetta"
"6","Castillo de arena","El Pescao;Ana Cañas"
"7","Barbie de extrarradio","Melendi"
"8","Only girl (In the world)","Rihanna"
"9","16 añitos","Dani Martín"
"10","Dj got us fallin' in love","Usher"
"11","Nuestro amor será leyenda","Alejandro Sanz"
"12","Need you now","Lady Antebellum"
"13","Dynamite","Taio Cruz"
"14","I like it","Enrique Iglesias"
"15","Loca","Shakira;El Cata"
"16","We no speak americano",NA
"17","Sick of love","Robert Ramírez"
"18","Just the way you are","Bruno Mars"
"19","Cama vacía","Pignoise"
"20","Teenage dream","Katy Perry"
"21","Get outta my way","Kylie Minogue"
"22","Otra oportunidad","Preciados"
"23","Replay","Iyaz"
"24","What do you got?","Bon Jovi"
"25","Crossfire","Brandon Flowers"
"26","Sonrisa","Ana Torroja"
"27","Déjà vu","Inna;Bob Taylor;Play & Win"
"28","Take it off","Ke$ha"
"29","Y no regresas","Juanes"
"30","California gurls","Katy Perry"
"31","Con la mano levantá","Macaco;Estopa"
"32","Live your dreams","Soraya;Antoine Clamaran"
"33","Hey, soul sister","Train"
"34","Perdido en la calle","Taxi"
"35","Stay the night","James Blunt"
"36","Bipolar","POL 3.14"
"37","In my head","Jason Derülo"
"38","Memories","David Guetta;Kid Cudi"
"39","Stereo love","Edward Maya;Molella"
"40","Gracias","Despistaos"
