"","Song","Artist"
"1","Happy","Pharrell Williams"
"2","Terriblemente cruel","Leiva"
"3","Can't remember to forget you","Shakira;Rihanna"
"4","Diez mil maneras","David Bisbal"
"5","Dark horse","Katy Perry;Juicy J"
"6","In your eyes","Inna;Yandel"
"7","Hey brother","Avicii;Dan Tyminski"
"8","Rather be","Clean Bandit;Jess Glynne"
"9","Animals","Martin Garrix"
"10","Demons","Imagine Dragons"
"11","Money on my mind","Sam Smith"
"12","Emocional","Dani Martín"
"13","Into the blue","Kylie Minogue"
"14","Wings","Birdy"
"15","I'm a freak","Enrique Iglesias;Pitbull"
"16","Radioactive","Imagine Dragons"
"17","Trumpets","Jason Derülo"
"18","Changes","FAUL;Wad Ad;Pnau"
"19","Can we dance","The Vamps"
"20","Everybody dance","Dreamland"
"21","Royals","Lorde"
"22","Talk dirty","Jason Derülo;2 Chainz"
"23","Counting stars","OneRepublic"
"24","Mil pedazos","Juanes"
"25","Al norte","Mr. Kilombo"
"26","Magic","Coldplay"
"27","Temblando","Antonio Orozco"
"28","Sha la la","María Sagana"
"29","Shot me down","David Guetta;Skylar Grey"
"30","The monster","Eminem;Rihanna"
"31","Neon lovers","Soraya"
"32","Me fui","Malú"
"33","Show das poderosas","Anitta"
"34","Air balloon","Lily Allen"
"35","Megaphone","Xuso Jones"
"36","She looks so perfect","5SOS"
"37","Too many girls","Wayne Beckford"
"38","This is the life","Sweet California"
"39","Buscando una luz","Efecto Pasillo"
"40","Young girls","Bruno Mars"
