"","Song","Artist"
"1","Diamonds","Rihanna"
"2","This is love","Will.I.Am;Eva Simons"
"3","Set fire to the rain","Adele"
"4","Tanto","Pablo Alborán"
"5","Gangnam style","PSY"
"6","Girl on fire","Alicia Keys"
"7","We are never ever getting back together","Taylor Swift"
"8","Locked out of heaven","Bruno Mars"
"9","Wide awake","Katy Perry"
"10","One more night","Maroon 5"
"11","Don't stop the party","Pitbull;TJR"
"12","Candy","Robbie Williams"
"13","Die young","Ke$ha"
"14","Te voy a esperar","Juan Magán;Belinda"
"15","Lágrimas desordenadas","Melendi"
"16","Don't give up my game","Auryn"
"17","La respuesta no es la huida","Maldita Nerea"
"18","Whistle","Flo Rida"
"19","Finally found you","Enrique Iglesias;Sammy Adams"
"20","Live while we're young","One Direction"
"21","Se vende","Alejandro Sanz"
"22","Hall of fame","The Script;Will.I.Am"
"23","Celebrating life","Xuso Jones"
"24","Culpable","Lagarto Amarillo"
"25","Call me maybe","Carly Rae Jepsen"
"26","Blow me (One last kiss)","P!nk"
"27","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos"
"28","Little talks","Of Monsters and Men"
"29","Pan y mantequilla","Efecto Pasillo"
"30","Empanados","Estopa"
"31","Lo que pueda ser","La Musicalité"
"32","Don't wake me up","Chris Brown"
"33","Numb","Usher"
"34","Mi marciana","Alejandro Sanz"
"35","My heart is refusing me","Loreen"
"36","Celebrate","Mika;Pharrell Williams"
"37","Don't you worry child","Swedish House Mafia;John Martin"
"38","Summer paradise","Simple Plan;Sean Paul"
"39","Somebody that I used to know","Gotye;Kimbra"
"40","We are young","Fun.;Janelle Monaé"
