"","Song","Artist"
"1","Wiggle","Jason Derülo;Snoop Dogg"
"2","Lovers on the sun","David Guetta;Sam Martin"
"3","Rude","MAGIC!"
"4","Problem","Ariana Grande;Iggy Azalea"
"5","Maps","Maroon 5"
"6","Puppeteer","Auryn"
"7","Love runs out","OneRepublic"
"8","Shake it off","Taylor Swift"
"9","Am I wrong","Nico & Vinz"
"10","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"11","Waves","Mr. Probz;Robin Schulz"
"12","A sky full of stars","Coldplay"
"13","Stolen dance","Milky Chance"
"14","Ghost","Ella Henderson"
"15","Chandelier","Sia"
"16","Mira dentro","Maldita Nerea"
"17","Million miles","Kylie Minogue"
"18","Take me home","Midnight Red"
"19","Deshazte de mi","Malú"
"20","Light me up (U.S. version)","Birdy"
"21","Superheroes","The Script"
"22","Summer","Calvin Harris"
"23","Noche y de día","Enrique Iglesias;Juan Magán;Yandel"
"24","Stay with me","Sam Smith"
"25","Por fin","Pablo Alborán"
"26","Don't stop","5SOS"
"27","All about that bass","Meghan Trainor"
"28","Wasting your time","Carlos Jean"
"29","Mi teatro","Dani Martín"
"30","Tocado y hundido","Melendi"
"31","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"32","Culpable","David Bisbal"
"33","Bad girl","Lucy Paradise"
"34","The miracle (of Joey Ramone)","U2"
"35","She moves (Far away)","Alle Farben;Graham Candy"
"36","Bang bang","Jessie J;Ariana Grande;Nicki Minaj"
"37","All of me","John Legend"
"38","Come over","Clean Bandit;Stylo G"
"39","Don't","Ed Sheeran"
"40","Wasted","Tiësto;Matthew Koma"
