"","Song","Artist"
"1","Girls like you","Maroon 5;Cardi B"
"2","Ni la hora","Ana Guerra;Juan Magán"
"3","Teléfono","Aitana"
"4","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"5","Cuando nadie ve","Morat"
"6","Él no soy yo","Blas Cantó"
"7","Fuego","Eleni Foureira"
"8","One kiss","Calvin Harris;Dua Lipa"
"9","La llave","Pablo Alborán;Piso 21"
"10","Qué tienes tú","Dvicio;Mau y Ricky;Reik"
"11","2002","Anne-Marie"
"12","Leave a light on","Tom Walker"
"13","No es justo","J Balvin;Zion & Lennox"
"14","Kiss and make up","Dua Lipa;Black Pink"
"15","Ya no quiero ná","Lola Índigo"
"16","Promises","Calvin Harris;Sam Smith"
"17","Lo siento","Beret"
"18","Flames","David Guetta;Sia"
"19","La cintura","Álvaro Soler"
"20","Shotgun","George Ezra"
"21","Loca","Sweet California"
"22","Contradicción","Malú"
"23","Happier","marshmello;Bastille"
"24","Don't leave me alone","David Guetta;Anne-Marie"
"25","Amasijo de huesos","Sidecars"
"26","Te esperaré toda la vida","Dani Fernández"
"27","Gira",NA
"28","I'm a mess","Bebe Rexha"
"29","Perdón","David Bisbal;Greeicy"
"30","Belerofón","Taburete"
"31","In my mind","Dynoro;Gigi D'Agostino"
"32","Solo","Clean Bandit;Demi Lovato"
"33","Beautiful","Bazzi;Camila Cabello"
"34","Happier","Ed Sheeran"
"35","Usted","Juan Magán;Mala Rodríguez"
"36","Rise","Jonas Blue;Jack & Jack"
"37","Lo malo","Aitana;Ana Guerra"
"38","Back to you","Selena Gomez"
"39","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"40","Mad love","Sean Paul;Becky G;David Guetta"
