"","Song","Artist"
"1","Sucker","Jonas Brothers"
"2","I don't care","Ed Sheeran;Justin Bieber"
"3","High hopes","Panic! at the Disco"
"4","Say my name","Bebe Rexha;David Guetta;J Balvin"
"5","Presiento","Aitana;Morat"
"6","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó"
"7","Con altura","El Guincho;J Balvin;Rosalía"
"8","Mi persona favorita","Alejandro Sanz;Camila Cabello"
"9","ME!","Taylor Swift;Brendon Urie"
"10","R.I.P.","Anitta;Rita Ora;Sofía Reyes"
"11","Don't call me up","Mabel"
"12","5 sentidos","Dvicio;Taburete"
"13","Dancing with a stranger","Sam Smith;Normani"
"14","Sweet but psycho","Ava Max"
"15","Walk me home","P!nk"
"16","Fading","Alle Farben;ILIRA"
"17","Te echo de menos","Beret"
"18","HP","Maluma"
"19","Swing","Danny Ocean"
"20","Speechless","Robin Schulz;Erika Sirola"
"21","No te preocupes por mí","Leiva"
"22","Vuela (Beach pop)","Bombai"
"23","Obsessed",NA
"24","Mares igual que tú","Amaral"
"25","Pa' dentro","Ana Mena;Sean Kingston"
"26","Someone you loved","Lewis Capaldi;Madism"
"27","Mujer bruja","Mala Rodríguez;Lola Índigo"
"28","Disparos","Dani Fernández"
"29","Merlí","Miss Caffeina"
"30","Bailo la pena","Macaco"
"31","Close to me","Diplo;Ellie Goulding;Swae Lee"
"32","De tus ojos","Vanesa Martín;Carlos Jean"
"33","Don't worry bout me","Zara Larsson"
"34","Contando lunares","Don Patricio;Cruz Cafuné"
"35","Love someone","Lukas Graham"
"36","No te enamores","Efecto Pasillo"
"37","Soldi","Mahmood;Maikel Delacalle"
"38","Bajito","Ana Guerra"
"39","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"40","Índios y vaqueros","Sinsinati"
