"","Song","Artist"
"1","Only human","Jonas Brothers"
"2","Dance monkey","Tones and I"
"3","Yo x ti tú x mí","Ozuna;Rosalía"
"4","Beautiful people","Ed Sheeran;Khalid"
"5","Don't start now","Dua Lipa"
"6","So am I","Ava Max"
"7","Superpoderes","Leiva"
"8","Indeciso","J Balvin;Lalo Ebratt;Reik"
"9","Me quedo",NA
"10","Tabú","Ava Max;Pablo Alborán"
"11","Atrévete","Nicky Jam;Sech"
"12","Old town road","Lil Nas X;Billy Ray Cyrus"
"13","How do you sleep?","Sam Smith"
"14","Qué bonito es querer","Manuel Carrasco"
"15","Si por mí fuera","Beret"
"16","Memories","Maroon 5"
"17","You need to calm down","Taylor Swift"
"18","Liar","Camila Cabello"
"19","China","Anuel AA;Daddy Yankee;J Balvin;Karol G;Ozuna"
"20","Someone you loved","Lewis Capaldi;Madism"
"21","Señorita","Camila Cabello;Shawn Mendes"
"22","Piece of your heart","MEDUZA;Goodboys"
"23","Orphans","Coldplay"
"24","Dosis","ChocQuibTown;Dvicio;Reik"
"25","Si te vas","Blas Cantó"
"26","Circles","Post Malone"
"27","La mentira","Dani Martín"
"28","Lie","Lukas Graham"
"29","Runaway","Daddy Yankee;Natti Natasha;Sebastián Yatra;Jonas Brothers"
"30","Mala santa","Becky G"
"31","Atrapado","Estopa"
"32","Indios y vaqueros","Sinsinati"
"33","Nuestro tiempo","Amaral"
"34","Get to know me","Anitta;Alesso"
"35","Caída libre","Vanesa Martín"
"36","Don't call me up","Mabel"
"37","Vuela (Beach pop)","Bombai"
"38","Mother","Charlie Puth"
"39","Disparos","Dani Fernández"
"40","Bad guy","Billie Eilish"
