"","Song","Artist"
"1","X","Nicky Jam;J Balvin"
"2","Lo malo","Aitana Ocaña;Ana Guerra"
"3","For you","Liam Payne;Rita Ora"
"4","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
"5","Wolves","Selena Gomez;marshmello"
"6","Spinning over you","REYKO"
"7","Never be the same","Camila Cabello"
"8","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"9","El arrepentido","Melendi;Carlos Vives"
"10","Corazón","Maluma;Nego do Borel"
"11","I miss you","Clean Bandit;Julia Michaels"
"12","La cintura","Álvaro Soler"
"13","Idgaf","Dua Lipa"
"14","Downtown","Anitta;J Balvin"
"15","Friends","Anne-Marie;marshmello"
"16","Prometo","Pablo Alborán"
"17","Déjate llevar","Juan Magán;B-Case;Belinda;Manuel Turizo;Snova"
"18","In my blood","Shawn Mendes"
"19","Échame la culpa","Luis Fonsi;Demi Lovato"
"20","PDA","Scott Helman"
"21","Dieciocho","Dani Martín"
"22","A partir de hoy","David Bisbal;Sebastián Yatra"
"23","Breathe","Jax Jones;Ina Wroldsen"
"24","Besos en guerra","Morat;Juanes"
"25","Él no soy yo","Blas Cantó"
"26","No excuses","Meghan Trainor"
"27","El baño","Enrique Iglesias;Bad Bunny"
"28","How long","Charlie Puth"
"29","Want you back","5 Seconds of Summer"
"30","Mad love","Sean Paul;Becky G;David Guetta"
"31","Perfect duet","Ed Sheeran;Beyoncé"
"32","Trust fund baby","Why Don't We"
"33","El patio","Pablo López"
"34","Flames","David Guetta;Sia"
"35","Salvajes irracionales","Efecto Pasillo"
"36","All falls down","Alan Walker;Digital Farm Animals;Noah Cyrus"
"37","Havana","Camila Cabello;Young Thug"
"38","Feel it still","Portugal. The Man"
"39","Dusk till dawn","Zayn Malik;Sia"
"40","Katchi","Nick Waterhouse;Ofenbach"
