"","Song","Artist"
"1","+","Aitana;Cali y El Dandee"
"2","Tusa","Karol G;Nicki Minaj"
"3","Una foto en blanco y negro","David Otero"
"4","Dance monkey","Tones and I"
"5","Blinding lights","The Weeknd"
"6","Soldadito de hierro","Nil Moliner;Dani Fernández"
"7","Dosis","ChocQuibTown;Dvicio;Reik"
"8","A dónde vamos","Morat"
"9","Don't start now","Dua Lipa"
"10","La mentira","Dani Martín"
"11","Me gusta","Anuel AA;Shakira"
"12","Morado","J Balvin"
"13","Tabú","Ava Max;Pablo Alborán"
"14","Adore you","Harry Styles"
"15","Physical","Dua Lipa"
"16","What a man gotta do","Jonas Brothers"
"17","Ritmo (Bad boys for life)","J Balvin;The Black Eyed Peas"
"18","Si por mí fuera","Beret"
"19","Robarte el corazón","Ana Guerra;Bombai"
"20","Universo","Blas Cantó"
"21","Underdog","Alicia Keys"
"22","Before you go","Lewis Capaldi"
"23","Bailemos","Dani Fernández"
"24","Muévelo","Daddy Yankee;Nicky Jam"
"25","Se iluminaba",NA
"26","TBT","Manuel Turizo;Rauw Alejandro;Sebastián Yatra"
"27","Torn","Ava Max"
"28","Memories","Maroon 5"
"29","Stupid love","Lady GaGa"
"30","Como si fueras a morir mañana","Leiva"
"31","Liar","Camila Cabello"
"32","Indeciso","J Balvin;Lalo Ebratt;Reik"
"33","Kiss somebody",NA
"34","Yummy","Justin Bieber"
"35","Atrapado","Estopa"
"36","Cuando eramos dos","Sinsinati"
"37","Yo x ti tú x mí","Ozuna;Rosalía"
"38","Roxanne",NA
"39","Casi","Melendi"
"40","Beautiful people","Ed Sheeran;Khalid"
