"","Song","Artist"
"1","Alejandro","Lady GaGa"
"2","Break your heart","Taio Cruz"
"3","Waka waka (Esto es África)","Shakira;Freshlyground"
"4","All the lovers","Kylie Minogue"
"5","Replay","Iyaz"
"6","Club can't handle me","Flo Rida;David Guetta"
"7","Sick of love","Robert Ramírez"
"8","We no speak americano",NA
"9","El secreto de las tortugas","Maldita Nerea"
"10","California gurls","Katy Perry"
"11","Déjà vu","Inna;Bob Taylor;Play & Win"
"12","Castillo de arena","El Pescao;Ana Cañas"
"13","Your love is my drug","Ke$ha"
"14","I like it","Enrique Iglesias"
"15","Cry cry","Oceana"
"16","Wavin' flag (Versión latina)","K'naan;David Bisbal"
"17","Nothin' on you","B.o.B;Bruno Mars"
"18","16 añitos","Dani Martín"
"19","In my head","Jason Derülo"
"20","Sonrisa","Ana Torroja"
"21","Stereo love","Edward Maya;Molella"
"22","Nuestro amor será leyenda","Alejandro Sanz"
"23","Dannayá","Dover"
"24","Bipolar","POL 3.14"
"25","Need you now","Lady Antebellum"
"26","Hey, soul sister","Train"
"27","Todo me da igual","Pignoise"
"28","Love the way you lie","Eminem;Rihanna"
"29","Memories","David Guetta;Kid Cudi"
"30","Dj got us fallin' in love","Usher"
"31","Otra oportunidad","Preciados"
"32","Perdido en la calle","Taxi"
"33","Rock that body","The Black Eyed Peas"
"34","Gracias","Despistaos"
"35","Crossfire","Brandon Flowers"
"36","Blues del pescador","Celtas Cortos"
"37","Cama vacía","Pignoise"
"38","Rude boy","Rihanna"
"39","Ruedan","Diego Martín"
"40","Los huesos de los besos","Fito & Fitipaldis"
