"","Song","Artist"
"1","Se iluminaba",NA
"2","Blinding lights","The Weeknd"
"3","Before you go","Lewis Capaldi"
"4","Una foto en blanco y negro","David Otero;Taburete"
"5","Physical","Dua Lipa"
"6","Soldadito de hierro","Nil Moliner;Dani Fernández"
"7","Some say",NA
"8","Tusa","Karol G;Nicki Minaj"
"9","Dance monkey","Tones and I"
"10","Stupid love","Lady GaGa"
"11","4 besos","Lalo Ebratt;Lola Índigo;Rauw Alejandro"
"12","Roses",NA
"13","Dosis","ChocQuibTown;Dvicio;Reik"
"14","Como si fueras a morir mañana","Leiva"
"15","What a man gotta do","Jonas Brothers"
"16","Bailemos","Dani Fernández"
"17","Say so",NA
"18","A dónde vamos","Morat"
"19","Don't start now","Dua Lipa"
"20","I'm ready","Sam Smith;Demi Lovato"
"21","Intentions","Justin Bieber;Quavo"
"22","Muévelo","Daddy Yankee;Nicky Jam"
"23","Cuando eramos dos","Sinsinati"
"24","Robarte el corazón","Ana Guerra;Bombai"
"25","Torn","Ava Max"
"26","Si tú la quieres","Aitana;David Bisbal"
"27","Si me dices que sí","Camilo;Farruko;Reik"
"28","Adore you","Harry Styles"
"29","Dolerme","Rosalía"
"30","In your eyes","Robin Schulz;Alida"
"31","Lay your head on me","Major Lazer;Marcus Mumford"
"32","TBT","Manuel Turizo;Rauw Alejandro;Sebastián Yatra"
"33","Rojo","J Balvin"
"34","Los huesos","Dani Martín;Juanes"
"35","+","Aitana;Cali y El Dandee"
"36","Me gusta","Anuel AA;Shakira"
"37","Tabú","Ava Max;Pablo Alborán"
"38","Ritmo (Bad boys for life)","J Balvin;The Black Eyed Peas"
"39","Underdog","Alicia Keys"
"40","Kiss somebody",NA
