"","Song","Artist"
"1","Lo siento","Beret"
"2","Cuando nadie ve","Morat"
"3","Qué tienes tú","Dvicio;Jesús Navarro;Mau y Ricky"
"4","Promises","Calvin Harris;Sam Smith"
"5","Ya no quiero ná","Lola Índigo"
"6","Girls like you","Maroon 5;Cardi B"
"7","Fuego","Eleni Foureira"
"8","2002","Anne-Marie"
"9","Perdón","David Bisbal;Greeicy"
"10","Kiss and make up","Dua Lipa;Black Pink"
"11","Él no soy yo","Blas Cantó"
"12","Shotgun","George Ezra"
"13","Loca","Sweet California"
"14","Don't leave me alone","David Guetta;Anne-Marie"
"15","Amasijo de huesos","Sidecars"
"16","Happier","marshmello;Bastille"
"17","Malamente (Cap. 1 Augurio)","Rosalía"
"18","I'm a mess","Bebe Rexha"
"19","Electricity","Dua Lipa;Silk City"
"20","Tu refugio (Nueva versión)","Pablo Alborán"
"21","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"22","Happier","Ed Sheeran"
"23","Thank u, next","Ariana Grande"
"24","In my mind","Dynoro;Gigi D'Agostino"
"25","Ni la hora","Ana Guerra;Juan Magán"
"26","Blow that smoke","Major Lazer;Tove Lo"
"27","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"28","Teléfono","Aitana"
"29","Beautiful","Bazzi;Camila Cabello"
"30","Angels","Tom Walker"
"31","No tengo nada","Alejandro Sanz"
"32","One kiss","Calvin Harris;Dua Lipa"
"33","Déjame ser","Manuel Carrasco"
"34","Te esperaré toda la vida","Dani Fernández"
"35","Flames","David Guetta;Sia"
"36","Solo","Clean Bandit;Demi Lovato"
"37","La cintura","Álvaro Soler"
"38","Love someone","Lukas Graham"
"39","Rise","Jonas Blue;Jack & Jack"
"40","No es justo","J Balvin;Zion & Lennox"
