"","Song","Artist"
"1","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"2","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"3","Till the world ends","Britney Spears"
"4","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
"5","Bailando por ahí","Juan Magán"
"6","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"7","Danza Kuduro","Don Omar;Lucenzo"
"8","On the floor","Jennifer López;Pitbull"
"9","Don't wanna go home","Jason Derülo"
"10","The lazy song","Bruno Mars"
"11","Fácil","Maldita Nerea"
"12","Dirty dancer","Enrique Iglesias;Lil Wayne;Nayer;Usher"
"13","Price tag","Jessie J;B.o.B"
"14","Bumpy ride","Mohombi"
"15","Judas","Lady GaGa"
"16","Mi lamento","Dani Martín"
"17","I'm into you","Jennifer López;Lil Wayne"
"18","S&M","Rihanna"
"19","Hello","Martin Solveig;Dragonette"
"20","Stand","Lenny Kravitz"
"21","Best thing I never had","Beyoncé"
"22","Quién","Malú"
"23","Just can't get enough","The Black Eyed Peas"
"24","Soledad en mí","La Musicalité"
"25","Every teardrop is a waterfall","Coldplay"
"26","La niña que llora en tus fiestas","La Oreja de Van Gogh"
"27","Erase you","André Olà;Heléne"
"28","Como tú no hay 2","Beatriz Luengo;Yotuel Romero"
"29","Get together","Marta Sánchez;Dmol"
"30","Rabiosa","Shakira;El Cata"
"31","Sun is up","Inna;Play & Win"
"32","Last friday night (T.G.I.F)","Katy Perry"
"33","Amor clandestino","Maná"
"34","Rolling in the deep","Adele"
"35","Grenade","Bruno Mars"
"36","All my people","Sasha Lopez;Andreea D;Broono"
"37","Quiero","Pignoise"
"38","Tip toeing","The Monomes"
"39","Canción de amor caducada","Melendi"
"40","Lead the way","Carlos Jean;Electric Nana"
