"","Song","Artist"
"1","Me enamoré","Shakira"
"2","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"3","Despacito","Luis Fonsi;Daddy Yankee;Justin Bieber"
"4","Way down we go","Kaleo"
"5","Symphony","Clean Bandit;Zara Larsson"
"6","Sign of the times","Harry Styles"
"7","Felices los 4","Maluma"
"8","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"9","Issues","Julia Michaels"
"10","In your bed","Blas Cantó"
"11","Malibu","Miley Cyrus"
"12","There's nothing holdin' me back","Shawn Mendes"
"13","You don't know me","Jax Jones;Raye"
"14","Súbeme la radio","Enrique Iglesias;Descemer Bueno;Zion & Lennox"
"15","Solo si es contigo","Bombai;Bebe"
"16","It ain't me","Kygo;Selena Gomez"
"17","Shape of you","Ed Sheeran"
"18","Lumbra","Cali y El Dandee;Shaggy"
"19","Attention","Charlie Puth"
"20","El ratico","Juanes;Kali Uchis"
"21","Something just like this","The Chainsmokers;Coldplay"
"22","Y, ¿si fuera ella?","Abel Pintos;Antonio Carmona;Antonio Orozco;David Bisbal;India Martínez;Jesse & Joy;Juanes;Laura "
"23","I got you","Bebe Rexha"
"24","Fiebre","David Bisbal"
"25","Ahora lloras tú","Ana Mena;CNCO"
"26","I.M.T. (Incapacidad Moral Transitoria)","Love of Lesbian"
"27","Chained to the rhythm","Katy Perry;Skip Marley"
"28","Amor con hielo","Morat"
"29","I don't need to be you","Barei"
"30","Aire",NA
"31","Thunder","Imagine Dragons"
"32","Mi vida sin ti","Bromas Aparte"
"33","Skin","Rag'n'Bone Man"
"34","Rápido, brusco, violento","Juan Magán;Boni & Kelly"
"35","Cosas que no se pagan con dinero","Marlon"
"36","Together","YALL;Mandy Díaz"
"37","Sirenas","Taburete"
"38","Green light","Lorde"
"39","Safe inside","James Arthur"
"40","Sigo extrañándote","J Balvin"
