"","Song","Artist"
"1","Happy","Leona Lewis"
"2","Ayo technology","Milow"
"3","Esclavo de sus besos","David Bisbal"
"4","Antes de que cuente diez","Fito & Fitipaldis"
"5","La lluvia","María Villalón"
"6","I gotta feeling","The Black Eyed Peas"
"7","Por quererte","Efecto Mariposa"
"8","Russian roulette","Rihanna"
"9","Looking for paradise","Alejandro Sanz;Alicia Keys"
"10","Quiero aprender de ti","El Canto del Loco"
"11","Lo hecho está hecho","Shakira"
"12","You know me","Robbie Williams"
"13","Bad romance","Lady GaGa"
"14","Manos al aire","Nelly Furtado"
"15","Lucky","Jason Mraz;Colbie Caillat"
"16","Doesn't mean anything","Alicia Keys"
"17","Que nadie","Manuel Carrasco;Malú"
"18","Mama do (Uh oh, uh oh)","Pixie Lott"
"19","We weren't born to follow","Bon Jovi"
"20","Rain","Mika"
"21","Halo","Beyoncé"
"22","Con sólo una mirada","Georgina"
"23","Falling in love","McFly"
"24","Que me queda","Antonio Orozco"
"25","Desde cuando","Alejandro Sanz"
"26","Breathe slow","Alesha Dixon"
"27","Tengo","Macaco"
"28","When love takes over","David Guetta;Kelly Rowland"
"29","Meet me halfway","The Black Eyed Peas"
"30","Sweet dreams","Beyoncé"
"31","Solo quiero bailar","Zenttric"
"32","Get to you","James Morrison"
"33","I'm yours","Jason Mraz"
"34","Diez minutos","Efecto Mariposa"
"35","Tienes que hacerlo por ti","Calle París"
"36","Tik tok","Ke$ha"
"37","Lady Madrid","Pereza"
"38","Pick me up","Emilia de Poret"
"39","Let's get excited","Alesha Dixon"
"40","Tiramisú de limón","Joaquín Sabina;Pereza"
