"","Song","Artist"
"1","Vuelve","Juan Magán;DCS;Paulina Rubio"
"2","Marvin Gaye","Charlie Puth;Meghan Trainor"
"3","Ain't nobody (Loves me better)","Felix Jaehn;Jasmine Thompson"
"4","Can't feel my face","The Weeknd"
"5","What do you mean?","Justin Bieber"
"6","A que no me dejas","Alejandro Sanz"
"7","Back it up (Spanish version)","Prince Royce;Jennifer López;Pitbull"
"8","How deep is your love","Calvin Harris;Disciples"
"9","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"10","Goodbye","Feder;Lyse"
"11","Stole the show","Kygo;Parson James"
"12","Reality","Lost Frequencies;Janieck Devy"
"13","Locked away","R. City;Adam Levine"
"14","Photograph","Ed Sheeran"
"15","Lean on","Major Lazer;DJ Snake;MØ"
"16","Supergirl","Anna Naklab;Alle Farben;Younotus"
"17","I don't like it, I love it","Flo Rida;Robin Thicke;Verdine White"
"18","La gozadera","Gente de Zona;Marc Anthony"
"19","Quiero","Malú"
"20","On my mind","Ellie Goulding"
"21","Ginza","J Balvin"
"22","Recuérdame (Versión 2015)","Pablo Alborán"
"23","Headlights","Robin Schulz;Ilsey"
"24","Fight song","Rachel Platten"
"25","Waiting for love","Avicii"
"26","Alive","Sia"
"27","Don't worry","Madcon;Ray Dalton"
"28","Pastillas para dormir","Estopa"
"29","Shut up and dance","Walk the Moon"
"30","Wonder woman","Sweet California;Jake Miller"
"31","Runnin' (Lose it all)","Naughty Boy;Arrow Benjamin;Beyoncé"
"32","Come and get it","John Newman"
"33","Garabatos","Fito & Fitipaldis"
"34","I really like you","Carly Rae Jepsen"
"35","Like I can","Sam Smith"
"36","Cheerleader","OMI;Felix Jaehn"
"37","King","Years & Years"
"38","Hey mama (Extended mix)","David Guetta;Afrojack;Bebe Rexha;Nicki Minaj"
"39","Want to want me","Jason Derülo"
"40","Talk about you","Mika"
