"","Song","Artist"
"1","New rules","Dua Lipa"
"2","Havana","Camila Cabello;Young Thug"
"3","Dusk till dawn","Zayn Malik;Sia"
"4","Perro fiel","Shakira;Nicky Jam"
"5","Feel it still","Portugal. The Man"
"6","Stargazing","Kygo;Justin Jesso"
"7","Invisible","Malú"
"8","Silence","marshmello;Khalid"
"9","Too good at goodbyes","Sam Smith"
"10","No vaya a ser","Pablo Alborán"
"11","Perfect","Ed Sheeran"
"12","Échame la culpa","Luis Fonsi;Demi Lovato"
"13","What lovers do","Maroon 5;SZA"
"14","How long","Charlie Puth"
"15","Rockstar","Post Malone;21 Savage"
"16","Wolves","marshmello;Selena Gomez"
"17","Saturno","Pablo Alborán"
"18","You're the best thing about me","U2"
"19","Walk on water","Thirty Seconds to Mars"
"20","La actitud correcta","Bunbury"
"21","Look what you made me do","Taylor Swift"
"22","Hábito de ti","Vanesa Martín"
"23","Rain","The Script"
"24","Tu mejor pesadilla","Sidecars"
"25","Mi gente","J Balvin;Willy William"
"26","La llamada","Leiva"
"27","Besos en guerra","Morat;Juanes"
"28","What about us","P!nk"
"29","Good girls don't lie","Ruth Lorenzo"
"30","Ok","Robin Schulz;James Blunt"
"31","Imparables","Bombai"
"32","Mentira","Ana Mena;RK"
"33","Friends","Justin Bieber;BloodPop"
"34","Santa's coming for us","Sia"
"35","Drunk and irresponsible","Blas Cantó"
"36","Bedroom floor","Liam Payne"
"37","Miracles (Someone special)","Big Sean;Coldplay"
"38","Feels","Calvin Harris;Big Sean;Katy Perry;Pharrell Williams"
"39","Wild thoughts","DJ Khaled;Bryson Tiller;Rihanna"
"40","Dancing on Mars","Carlos Jean;Bamboe"
