"","Song","Artist"
"1","La la la","Naughty Boy;Sam Smith"
"2","Wake me up!","Avicii;Aloe Blacc"
"3","We can't stop","Miley Cyrus"
"4","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"5","Love me again","John Newman"
"6","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"7","Roar","Katy Perry"
"8","I love it","Icona Pop;Charli XCX"
"9","Applause","Lady GaGa"
"10","Let her go","Passenger"
"11","Best song ever","One Direction"
"12","Cero","Dani Martín"
"13","Make my day","Auryn"
"14","Turn the night up","Enrique Iglesias"
"15","Éxtasis","Pablo Alborán"
"16","I need your love","Calvin Harris;Ellie Goulding"
"17","Play hard","David Guetta;Akon;Ne-Yo"
"18","Treasure","Bruno Mars"
"19","A prueba de ti","Malú"
"20","On top of the world","Imagine Dragons"
"21","Burn","Ellie Goulding"
"22","Live it up","Jennifer López;Pitbull"
"23","Safe and sound","Capital Cities"
"24","The other side","Jason Derülo"
"25","Big when I was little","Eliza Doolittle"
"26","Next to me","Emeli Sandé;Alejandro Sanz"
"27","True love","P!nk;Lily Allen"
"28","El primer día del resto de mi vida","La Oreja de Van Gogh"
"29","Now is the time","Wally López;Jasmine V"
"30","Vi","Pablo López"
"31","Get lucky","Daft Punk;Pharrell Williams"
"32","Funketón","Efecto Pasillo"
"33","Cheque al portamor","Melendi"
"34","Live your life","Mika"
"35","More than friends","Inna;Daddy Yankee"
"36","Come with me","Ricky Martin"
"37","Infatuated","Sweet California"
"38","Thrift shop","Macklemore & Ryan Lewis;Wanz"
"39","Gitana","El Viaje de Elliot"
"40","Walks like Rihanna","The Wanted"
